Protein IDs,Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],RIPA sample avg,SMA200P sample avg,SMA200CB sample avg,SMA300CB sample avg,ChloroSMA20 sample avg,ChloroSMA40 sample avg,ChloroSMA60 sample avg,ChloroSMA80 sample avg,NP40 sample avg,AASTY645 sample avg,AASTY650 sample avg,AASTY1150 sample avg,AASTY1145 sample avg,AASTY80 sample avg
P57088;D6RAA6;H0Y8N0;J3KN43;D6RBY2,P57088;D6RAA6,Transmembrane protein 33,TMEM33,27.978,65424621.40779542,82073944.41927798,72443159.13525745,22938026.640689127,95068979.22957513,71606423.22582152,60673000.0,8556402.269210504,80594395.13203782,54823064.421477385,30267497.29816654,76224383.14659481,91993770.32769951,53254895.01368582
Q12981,Q12981,Vesicle transport protein SEC20,BNIP1,26.132,55480377.35573256,34457257.674213395,35562380.33810278,36098476.194957726,37010581.251412995,32656635.36624852,15638500.0,66593585.58371119,25389972.53987667,28800502.139604606,24143248.8650824,31793587.566703558,25067535.597031187,25988041.381347347
P49327;A0A0U1RQF0,P49327;A0A0U1RQF0,Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase,FASN,273.42,64877906.45776775,120957075.54364498,102349776.244633,101686197.39858264,174099698.69545192,154494546.86709988,128395000.0,153653482.79840547,137938927.48374876,139089600.49334717,69895329.52985577,157456414.39088234,137262589.58971754,132793108.94035701
Q86Y82;B1AJQ6,Q86Y82;B1AJQ6,Syntaxin-12,STX12,31.642,67111657.98848511,48531019.283770576,66497474.29841191,38898198.97872697,57297047.68620422,48360632.36551122,48522500.0,56492841.20821501,46513868.501174204,27467119.332541384,27372868.36611959,29988479.763094686,34743554.42047256,27800958.57927196
P51648;A0A5F9ZGX4;A0A5K1VW72;A0A5F9ZHP6;J3KTD9;J3QQV9;I3L4G6;P43353,P51648;A0A5F9ZGX4;A0A5K1VW72,Fatty aldehyde dehydrogenase,ALDH3A2,54.847,66315564.289322,81928755.13163568,89268925.82300983,64371264.91963451,71661616.38791776,67855083.32876809,61015000.0,37148903.905871965,56015095.942791566,52896988.353919245,93840688.21325667,64439587.15177797,72132053.70939465,64141082.834517
Q96DA6;A0A8I5KQT8,Q96DA6;A0A8I5KQT8,Mitochondrial import inner membrane translocase subunit TIM14,DNAJC19,12.498,81528200.8471584,12511536.873640826,23077989.19326057,16798276.272596348,10762742.030591287,8041190.232649253,3899550.0,12222138.035610737,23349994.799211457,10131230.926975928,31355246.597474623,10018348.310029224,8522607.429479564,29285307.15130525
P33176,P33176,Kinesin-1 heavy chain,KIF5B,109.68,70528892.85644563,84708950.00326532,108877596.16813512,143696542.3596993,114419432.65837105,108055919.57556826,113070000.0,130910568.81467173,102540844.51400293,122577038.79504268,100390465.20695005,122404331.09495892,108327799.11674128,101583431.7973226
Q8TC12,Q8TC12,Retinol dehydrogenase 11,RDH11,35.386,66351265.94785208,83476040.96977398,79474617.58353429,42124557.69716944,81639783.7436956,84993663.95244135,108080000.0,16030528.391138062,57916472.86635667,50183487.07050646,87484921.201604,72026998.81743023,94914572.37140326,50001776.129585564
P42166,P42166,"Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin",TMPO,75.491,71449143.06960137,46918938.22635391,44976238.087873645,58672714.12081217,81484314.73449747,59237351.74941256,64010500.0,64913459.29320385,37504249.67204661,54399610.93309512,43886351.33748216,65161920.95080664,56397685.87513172,82773963.5442045
P01111;A0A804HKM6;A0A8C8MQR2,P01111,GTPase NRas,NRAS,21.229,69296919.20687059,55414311.42063005,59339390.0094352,48109546.78640978,64528595.87948179,50725529.02823499,52025500.0,58388448.3798469,44882904.60035951,53738230.401073314,49879319.68271878,61821308.80378974,54703134.65571285,54569169.517251134
O00116,O00116,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",AGPS,72.911,65302063.47552801,82078744.06515045,63687641.16360508,54999173.26121079,92411290.89949682,87374807.99681741,82881500.0,84765806.558548,56217057.13342315,62639251.051516615,51840113.90120992,78568697.87060536,84583721.1581322,67929754.10443133
P51571;A6NLM8,P51571;A6NLM8,Translocon-associated protein subunit delta,SSR4,18.998,62958009.80576997,88798848.24234587,83006389.90061204,61694215.0745886,88420919.66341151,90419687.66943379,115355000.0,143479037.71574205,101909503.64917143,71448924.71199116,63937282.98138648,84866954.44624065,81035015.63932595,64464585.4243263
Q96HS1,Q96HS1,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",PGAM5,32.004,64125507.32576085,52628116.99165982,44958476.092119366,27139121.56681987,46317608.72797752,46740708.23928923,83671000.0,36142077.29609581,47216489.78622861,46851800.34335167,73743840.87360273,54858127.25218741,50079899.75901153,55297231.27418214
P31946,P31946,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",YWHAB,28.082,63297441.9920932,15150082.196459118,17995766.53711525,26873833.783078298,27517374.837907493,14971059.560281133,34464000.0,57673926.26968319,93405070.65543318,58464906.04480514,44517530.47905451,8250011.220938313,16427294.78638964,4913476.0240119025
Q9NRP0;A0A087WUD3,Q9NRP0;A0A087WUD3,Oligosaccharyltransferase complex subunit OSTC,OSTC,16.829,57228160.04198088,69506671.65794307,100847455.18438351,69302354.47619765,87550165.25386974,56091377.257626325,34460500.0,25943460.87981061,39724125.616131544,61674088.669133626,26641450.733826227,78620293.14196454,57784853.38498158,69823004.16022806
P51398,P51398,"28S ribosomal protein S29, mitochondrial",DAP3,45.566,60388023.25217983,44726100.01836809,83708848.18431374,56895467.25980088,49533833.86887872,42909334.94372631,44248000.0,63852918.6087126,42805589.496720396,63859335.26637054,30069607.116485048,73378649.58824845,39008831.7921416,89616007.13269927
P38606;C9JVW8,P38606,V-type proton ATPase catalytic subunit A,ATP6V1A,68.303,60339532.939847946,67254437.83228539,60850305.583759345,50363586.497926995,68657801.58057119,53201148.58814482,56666000.0,107452508.13851014,53708099.48510085,70888096.68055512,38945563.79484618,64812381.15469719,67425404.85731883,51480334.94609654
Q9P035;H3BS72;H3BPZ1,Q9P035;H3BS72;H3BPZ1,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,HACD3,43.159,62143798.847054295,106537739.43126978,116930655.85608579,101819747.74073955,148751212.50438252,129750386.36552185,90540500.0,47136598.891560756,92878387.55045278,60900825.77730513,49419516.02528237,88600708.02713531,106976755.76079376,78701594.2536968
Q9P2E9;A2A2S5,Q9P2E9,Ribosome-binding protein 1,RRBP1,152.45,61237935.86942558,46557764.874450356,48933152.36784429,54618464.14103496,56817205.065222345,57685425.92417984,67256000.0,54198125.96980462,40091842.06966243,26367414.871909842,54276232.57570074,30744241.48441241,29137742.53762759,47326909.078276426
Q6UW68;K7ELQ9,Q6UW68;K7ELQ9,Transmembrane protein 205,TMEM205,21.198,51856392.58464267,71372533.9908667,85737153.50593206,70109095.23085594,77675004.11406267,70726055.84221724,61572000.0,32245308.55019422,40396763.86728266,35359782.51232189,75202149.23860852,51287879.812923975,73741877.36784257,26781961.60734467
M0R2A0;Q5UCC4;M0QYY4;M0R030,M0R2A0;Q5UCC4,ER membrane protein complex subunit 10,EMC10,38.975,60131717.31556842,38681545.99772316,39614407.240499586,18358035.494954817,55240122.317595236,45901260.18725369,19824000.0,46849915.63232549,33798799.25569688,35291803.35699631,33649737.985075735,40542256.184919,36035485.52457989,34396937.55806836
P26232;A0A0A0MRI5;A0A0A0MTJ6;B9A010,P26232,Catenin alpha-2,CTNNA2,105.31,50028680.81213299,36665694.73128476,18606550.00402065,21064696.04934774,43125695.61320606,25290553.92899616,5801000.0,41184954.49667435,21644921.890069768,21618787.625937466,15767837.940386228,36987269.318874486,30744282.182084393,29288925.7485067
P63220,P63220,40S ribosomal protein S21,RPS21,9.1113,54438634.93145955,19840536.125332765,75487908.98810484,164254834.84919414,42604266.63173908,70631580.32668348,29620500.0,64515600.3909536,77820681.63717328,151350632.51899758,136482788.86591795,67967686.34119868,42872145.85129733,89626862.92430359
Q9UBS4,Q9UBS4,DnaJ homolog subfamily B member 11,DNAJB11,40.513,54774337.09375724,35076411.99176233,38128129.27318944,33318091.017292663,49948417.89340707,46972985.62142953,33389000.0,39877703.817852095,32252692.998004694,32998214.98095925,9633371.648247942,43706281.69897416,28694400.64882614,33933757.11628322
Q86UP2,Q86UP2,Kinectin,KTN1,156.27,60094949.93588819,41780917.31987221,33661273.824789345,47151730.98406266,57111508.53942456,53976208.86844717,63864500.0,44633897.759195365,45739966.79589689,49989463.23134803,49587658.00971763,46778017.07975302,42103686.577374816,55419539.85959103
Q15006;E5RGJ2;H0YAS9,Q15006,ER membrane protein complex subunit 2,EMC2,34.833,62648417.811650984,78252226.39332183,63373654.91607772,32847341.168694295,58396207.18333338,68465262.77304338,68367000.0,22705439.047885995,50206307.412245154,32333293.867930908,71759765.45726672,36529452.12230702,57443315.92990491,21042142.726410482
P30153,P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,65.308,55246984.423849404,56688017.44403741,38540665.94877283,24504977.03531758,56493471.2435999,36638447.380814224,43148500.0,46720002.52138663,65708101.6578658,78362971.30156383,34710972.58683826,36434255.21317949,43012701.650117345,15298632.876330819
P61006,P61006,Ras-related protein Rab-8A,RAB8A,23.668,57270788.88798694,58563479.068706,53935732.52689782,56684566.49322729,70794700.71934383,60115312.113512814,66067000.0,33603774.97467506,75329261.23509632,47059278.39033496,74929888.56381142,55079042.216880284,56645957.33286052,40557961.153250895
O75947;F5H608,O75947,"ATP synthase subunit d, mitochondrial",ATP5H,18.491,58903473.69001891,1392137.2853106183,2906441.2026819973,10020747.483180447,1966203.123735348,1368270.2370741286,680895.0,105115945.88840309,56712060.051637806,11854006.8331385,1743832.8555750498,11620330.617154699,2405014.8062581643,16845293.692173015
P18206,P18206,Vinculin,VCL,123.8,57944324.65488263,51460603.13318091,81094969.97040902,72074279.45119214,68745452.83267055,58922032.19438273,70965000.0,121936570.8436645,57785226.37832718,77945890.85899334,79315160.85787094,67394324.80454515,60708939.442676455,65561020.376364544
C9K0J5;Q70E73,C9K0J5;Q70E73,Ras-associated and pleckstrin homology domains-containing protein 1,RAPH1,141.18,59225854.33793971,339520949.4613567,111042840.74734291,115578454.4838559,217330319.8951127,229256572.66272384,92224500.0,132897364.99686646,97761662.053343,122976416.33258048,79151545.77301665,168026178.07988837,198033268.4954271,129441564.2123774
O60831;A6NP52;A6NM71,O60831;A6NP52,PRA1 family protein 2,PRAF2,19.258,52432947.72687458,38498559.49883515,44000474.25659794,60056561.557641774,64630322.51512995,46856846.93035938,48120500.0,42407886.56983917,25789369.180173296,39393212.39497305,44684379.0636095,30759502.057631325,36570123.00233453,31014272.89415631
A0A1W2PP29;P01889,A0A1W2PP29;P01889,"HLA class I histocompatibility antigen, B-7 alpha chain",HLA-B,36.642,59000454.31468269,78560603.64062817,75591043.15700069,41989194.45444025,119080303.98350835,84780642.7263334,98560000.0,57508411.96968897,57593448.104870304,59939912.09212999,59984652.94727769,72367818.285986,63136482.584913716,52887245.538018875
O43491;Q6R5J7;E9PMV8;Q6ZSX4;E9PPC9;E9PN54,O43491,Band 4.1-like protein 2,EPB41L2,112.59,58398321.86484714,39862258.882351376,41631826.17762335,27632230.522476185,52725746.983650185,47399028.07364541,48222500.0,43896266.105258875,44232895.054041065,43062670.55015182,34186498.93538829,47004745.59614834,45733178.84036267,40678098.58033892
Q9P0L0,Q9P0L0,Vesicle-associated membrane protein-associated protein A,VAPA,27.893,63153036.77624768,47245914.10141609,46546742.2931154,47157773.985970214,62979024.10879098,61776155.571303554,62900500.0,60071697.58167489,55701688.380859084,53622099.34405878,84113674.4136771,61641088.701013975,52726815.035855725,55026560.20351396
P20020;E7ERY9;A0A2R8Y4R4;Q01814;A0A2U3U055;A0A2U3TZI3;A0A0U1RQU3;H0YHH6;F8W1V5;H0YDG5;H7BZS8;H7BY13;A0A2R8Y535,P20020;E7ERY9,Plasma membrane calcium-transporting ATPase 1;Calcium-transporting ATPase,ATP2B1,134.68,58803295.90190467,44753098.02640074,48966957.456537925,38397234.120590836,60268233.19532402,47315985.90075588,50676500.0,34296436.70559426,46469742.5267505,36847534.65127029,30677505.06021251,36850650.85386705,42945050.96190023,29927970.014282122
Q8N4V1;A0A7P0TBL5,Q8N4V1,Membrane magnesium transporter 1,MMGT1,14.686,55772384.950874045,41582331.97189866,46711183.995743774,33746539.85253816,66188211.55791779,60941521.55827611,47321000.0,39008909.888448484,26382241.246789254,33879819.65158788,67375139.86314733,45531736.93354159,65968616.25085719,30388255.578306094
Q04917,Q04917,14-3-3 protein eta,YWHAH,28.218,54028865.14922633,31397483.43051224,30918477.899764806,33217777.18562728,39157077.24260526,23854165.03995757,59965500.0,47155960.94174877,59234594.922859706,55837794.937951945,60670154.88382143,17655029.826359693,24373295.039308034,4976946.218925271
O43747;H3BNR4;H3BRM7;H3BN71;B4DGE1,O43747,AP-1 complex subunit gamma-1,AP1G1,91.35,50408077.5415869,41731120.99394531,28806519.30781986,19035456.00879149,35942131.68202668,38086269.61249703,21735000.0,13881653.111401817,52862917.359600626,48835941.93941707,28190943.790391125,55713446.04640949,47053352.464793645,50977349.9350955
O43464;A0A8Q3SIX7;A0A8Q3SJ36,O43464;A0A8Q3SIX7;A0A8Q3SJ36,"Serine protease HTRA2, mitochondrial",HTRA2,48.84,59017505.853085116,13600876.499971842,12016505.798618054,17884264.145402674,22465591.72421027,15249672.067874292,5738150.0,61528223.421624005,8192270.010571556,20177771.156275403,11092714.733157938,18647693.77955201,14509430.61557449,37644266.686646305
Q15758;M0QXM4;M0QX44;M0R144,Q15758;M0QXM4,Neutral amino acid transporter B(0);Amino acid transporter,SLC1A5,56.598,53871138.41900392,73086607.52307342,74215920.90505606,87995172.2768309,91589160.54221454,80323444.35971889,47612000.0,69837665.86359785,43902515.96348408,52950097.06901736,58749456.061618686,60006027.2847016,72784258.88803145,49439446.1244808
A0A7P0TA76;O95573;A0A7P0TBB1;A0A7P0TB52;A0A7P0T905;H7BYZ7;A0A7P0TBL9;C9JC11,A0A7P0TA76;O95573;A0A7P0TBB1;A0A7P0TB52;A0A7P0T905;H7BYZ7,Long-chain-fatty-acid--CoA ligase 3,ACSL3,79.643,53321226.305525795,69666259.88320278,67366093.18755694,73376546.36226977,68156845.88426611,57450139.76765948,70760000.0,69162492.43607427,62705838.244191304,54495914.736473024,58186180.41376058,75667735.57108578,72978672.51630586,84143240.72523181
P08240,P08240,Signal recognition particle receptor subunit alpha,SRPR,69.81,50098485.54746791,46365779.03955147,51442750.47764322,49205747.33243987,54784591.7227431,46229818.34955577,55053000.0,48956631.60923302,48973608.71648545,39701951.058743395,32014880.536412936,45768639.16541618,41220286.813763045,54868065.646090604
P52292,P52292,Importin subunit alpha-1,KPNA2,57.861,54036858.05785247,72684637.18125385,75110323.33642504,79600838.32704923,108061198.03528048,72664308.2978491,80362000.0,81827771.58808462,66397145.72002061,96682645.54560667,58104696.22130349,104476064.33858435,66681247.28693063,118069760.64711213
P46977;A0A0C4DH80;E9PN73;E9PI32,P46977,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,STT3A,80.529,61070617.64885181,127236212.25630699,127535140.28899871,90834778.87318997,145136398.0929857,129841853.10667554,129430000.0,21234547.815861914,84436183.4950044,72831167.53694464,138646000.16567153,101323665.92793408,128188202.1294497,73149218.70779753
P82650,P82650,"28S ribosomal protein S22, mitochondrial",MRPS22,41.28,57567059.36772904,31692661.651669294,49157755.66899525,47921609.427084886,30862837.591393154,28716344.438127577,43250000.0,70570925.44168544,51879134.41700029,49400310.55185966,32739831.169304945,56546237.32778459,28199828.14176319,77406136.45557901
Q9UNL2;C9JA28;C9J365,Q9UNL2;C9JA28,Translocon-associated protein subunit gamma,SSR3,21.08,51512697.513718836,27965136.675960418,80574142.417485,56916013.46628656,57142858.25732871,51978382.68009019,30255500.0,83520389.52387454,29687729.30522154,33731823.36551448,10879045.072937138,41968029.7399434,30570886.24335316,37726046.98339899
P21912;A0A087WWT1,P21912;A0A087WWT1,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDHB,31.629,55750537.66729595,25625309.31313012,54010218.31554482,31693127.804351702,22594189.546633415,16166144.744039256,22219500.000000004,41100635.891016915,39631913.643938415,40909997.29817508,24992365.886480443,35063710.39932832,20854145.646421876,31586011.25198484
Q96AY3,Q96AY3,Peptidyl-prolyl cis-trans isomerase FKBP10,FKBP10,64.244,54300624.04251494,32075433.40999897,52556026.534113385,28116879.27546192,40269672.33312192,45212852.60909695,62308500.0,59266611.04321245,59493127.875572965,61511930.05903406,44362969.1933621,44249122.08918987,40914873.51258871,39507120.52595088
Q99497;K7EN27,Q99497;K7EN27,Protein deglycase DJ-1,PARK7,19.891,58168126.09641443,27266188.245781623,51176320.541328944,39726694.54025247,27573036.581941392,28447360.008550595,20691500.0,98199321.89543718,38428632.264461175,93199421.95137195,31182577.71345842,42066860.11888495,39251192.024686396,39996354.86758643
Q9BYD6,Q9BYD6,"39S ribosomal protein L1, mitochondrial",MRPL1,36.908,63997087.9271676,19899331.787270553,18136143.600334592,17603868.85689222,23465583.74633651,22591683.310086202,24168500.0,34468196.82822976,27715637.679054342,27815512.50358499,27081206.693118434,33749847.71457597,24021905.542257994,46401995.63358674
P63244,P63244,"Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",GNB2L1,35.076,48756209.7588522,126782645.72135834,248954424.36247373,304198673.02430314,233913680.87624645,195209281.7780136,269100000.0,149122763.0544128,124027931.18786483,414212571.95519555,76472914.62097497,318757039.84500575,128685401.84770553,394152081.5703414
Q12907;A0A8Q3WK65;D6RBV2;D6RIU4;D6RDX1;D6RBH1,Q12907;A0A8Q3WK65;D6RBV2;D6RIU4;D6RDX1,Vesicular integral-membrane protein VIP36,LMAN2,40.228,46268283.733823724,82094942.86997005,87425116.07019408,79623197.43410717,116666375.70488885,85698920.6671264,33902500.0,83722129.59518825,76408084.73799387,106767636.48463719,22228370.342340883,113044512.85402402,86887128.57150505,84217060.1081413
P84077,P84077,ADP-ribosylation factor 1,ARF1,20.697,49889071.341463156,70617789.67742042,37934466.22270725,17580301.149452765,71194569.57016206,60668324.84456705,19361250.0,23230712.73201859,44043379.65106745,148218634.5606117,20056105.2434254,76829719.21761179,103719013.8816009,101296838.89896806
C9J126;P19022;C9JMH2;A0A6Q8PF58;A0A6Q8PHJ8;C9J8J8;A0A6Q8PG20,C9J126;P19022;C9JMH2;A0A6Q8PF58;A0A6Q8PHJ8,Cadherin-2,CDH2,90.672,51532946.21557172,14642639.636591975,13991868.913536498,8544623.40722251,24949896.920573786,29158032.517119754,6228950.0,33185304.857708547,33268156.127370767,18678689.158106074,9689699.213033753,15063711.82439155,17356013.943078894,10620582.786245016
P80723;U3KQP0,P80723,Brain acid soluble protein 1,BASP1,22.693,54584638.729030296,772970.9686469983,1998740.1932015037,3862807.6793459356,1747330.90955148,1281978.5878541311,556830.0,771608.9291051181,143771476.15436947,6189785.3388747,8460904.656782096,318357.35816546273,520503.0815368463,620748.6383249114
P07814,P07814,Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase,EPRS,170.59,51570246.45582701,81640176.42355327,89882574.12794012,124253788.02233876,108997211.0412758,82241838.9044424,114655000.0,122356290.12515926,86876689.31120788,129280774.87282683,96973949.42321366,131727087.94379069,90800359.64332584,157763600.78865764
P32322,P32322,"Pyrroline-5-carboxylate reductase 1, mitochondrial",PYCR1,33.36,50217846.31628487,32689788.081675433,54222789.29699126,34564762.31082082,26898057.96176022,27663273.405108083,31214000.0,18328991.123133235,38888560.690185204,33350856.849210702,41655883.24395448,37828780.927803256,30731802.92891813,49822293.70839383
Q15392;A0A0A0MTI1;A0A3B3IRV7;A0A3B3ISR5,Q15392;A0A0A0MTI1,Delta(24)-sterol reductase,DHCR24,60.101,48155143.030166805,76758336.6155148,65943987.5920042,25643478.594700538,79032638.83636072,66942221.18185919,82906500.0,7014433.575528526,69089961.59510836,62602429.00904859,37984567.68380467,88667563.87171343,77114559.73672469,69283109.45777225
P30533,P30533,Alpha-2-macroglobulin receptor-associated protein,LRPAP1,41.465,51935255.94975388,56798409.29910428,46676232.97184018,41644743.34570974,38504491.278069906,60169470.052353814,63200000.0,20397607.58192889,53538949.91647664,37665408.86378119,102509054.21083428,35692300.67715508,42104343.38017304,23847279.276971687
Q02218,Q02218,"2-oxoglutarate dehydrogenase, mitochondrial",OGDH,115.93,50841826.049698524,33936496.09705014,35293658.5313686,30984887.980786502,49114771.313221216,35656985.17804006,18569000.0,80640440.70397516,41945132.99545811,51690358.34689018,23102708.661404215,59652127.32481531,33477238.62549598,85786807.57412873
O15400,O15400,Syntaxin-7,STX7,29.815,52118559.98757992,41048971.32432017,45987525.91065792,34284367.02231036,50503755.75342343,35805618.63241481,52202000.00000001,42364790.393614255,38401477.81866197,23699941.141582083,53467210.9505911,29396950.877371006,32463791.907835785,18090814.848910842
Q00325,Q00325,"Phosphate carrier protein, mitochondrial",SLC25A3,40.094,25988063.17793109,0.0,4753511.141170059,0.0,8734927.114321865,2296802.080954357,918580.0,0.0,7202886.463525138,5547169.886187565,164746.8097495444,114532055.39588688,38033413.95649859,62792069.797817804
P37268,P37268,Squalene synthase,FDFT1,48.115,50472553.67117106,75037663.57023343,56106706.78215539,68197693.72749698,86617351.19868095,76233316.46747117,64088000.00000001,28531542.407682452,44911756.19902117,44455535.11812493,52069045.68001793,57187908.09694186,69940302.77171993,38246401.26096698
P22234,P22234,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,PAICS,47.079,49801149.34657566,83453842.60761379,115350411.20155942,114827309.34674707,129347016.70203665,109165555.5669328,80232000.0,147118478.56882244,79770710.27612865,117251296.84500419,66456179.24821465,126363359.80432327,84585034.76372863,121854813.31982501
O94826,O94826,Mitochondrial import receptor subunit TOM70,TOMM70A,67.454,57666704.295268185,40017047.46173861,33832591.13867744,30441622.109297503,37460353.73481334,29396327.448020164,25012000.0,55138122.27731895,43118431.34103206,47076981.29536766,12557490.097565075,48662334.52530769,28764678.54823615,48500058.29098533
P63010;A0A087X253;A0A087WU93;A0A087WZQ6;A0A087WYD1;K7ERB2;K7EN71;K7EJ01;K7EJX1,P63010;A0A087X253;A0A087WU93;A0A087WZQ6;A0A087WYD1,AP-2 complex subunit beta,AP2B1,104.55,49538449.08306334,41230157.956006005,45952001.919149354,42588660.2436695,47811518.75463443,39580426.969632685,56198500.0,47292119.875328906,47047905.935225226,55298210.39255515,49566316.91169315,63005093.2691999,48973843.84680169,57320027.109790646
P15311,P15311,Ezrin,EZR,69.412,48061892.42952856,53801030.45174527,54270918.575809315,73139660.68749371,63070514.101858184,52347860.17396103,45578000.0,59206026.56359193,45984356.808089726,102281720.34935014,45556777.28285242,75621953.85142905,62636655.65546497,81799837.17757516
P50402;A0A804HIV7;Q5HY57,P50402;A0A804HIV7;Q5HY57,Emerin,EMD,28.994,51923533.017102204,55522903.40849474,41361958.435679205,39760535.35093476,97721549.23836297,74946764.54255936,94977000.0,66072683.97542751,35168401.61569423,41565712.90058641,152627652.87140325,52398994.88205359,61825504.19965788,39865361.648894064
P61019,P61019,Ras-related protein Rab-2A,RAB2A,23.545,50806124.391168445,73183200.39625692,64490368.778177746,83847860.06767736,78689711.309899,81770063.08164966,62565000.0,35876629.83384094,65923074.35377617,58260968.578828394,26726168.425983988,61969554.37220206,64146645.288582794,57399636.24822247
Q9BT30,Q9BT30,"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial",ALKBH7,24.516,32860445.94376876,0.0,13310610.431218935,11595553.780288719,5097336.173182436,9810650.445560008,8828500.0,29815746.000958342,23111827.680847608,11085559.131478908,14435183.373748794,10613583.334963212,14459513.602909436,8652789.628098493
Q03252,Q03252,Lamin-B2,LMNB2,69.948,50874330.54477814,48534619.01817493,41387741.97790317,36703380.685903765,51218401.363605775,52249774.12917121,67796500.0,39904560.85520965,43853298.53047302,32509614.802056633,65810126.00801918,48454500.05194532,42967382.25703986,43368887.45933442
Q8TCS8,Q8TCS8,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",PNPT1,85.95,54746095.48327824,19742143.384947084,44018236.25235223,33480647.768605836,15136155.636252396,24570253.34241083,41327000.0,51105819.180101335,25431269.926196292,34412323.0349716,48592386.80184894,34132815.432974465,15119600.415124925,53538593.03427921
P26038;A0A8V8TKR9,P26038;A0A8V8TKR9,Moesin,MSN,67.819,51914474.38732593,71904094.77124302,81926345.96523054,101287359.27268414,70989196.92838182,74901031.17198251,71727500.0,64789167.42264216,59111834.19914247,116092110.62346275,103986116.874104,88498970.87234256,74022988.96548261,100561539.94763416
P14923;C9J826;C9JK18;C9JKY1;C9JTX4,P14923,Junction plakoglobin,JUP,81.744,49031698.67616634,65578761.467058465,56107279.74976036,42542129.128981344,65818412.844681084,62055369.83377273,63467000.0,69457295.26474322,43810303.99129095,47067067.668549344,33728635.37777228,49403562.36736931,59326369.552414164,40938637.57884306
Q86UE4;E5RJU9,Q86UE4;E5RJU9,Protein LYRIC,MTDH,63.836,47530097.575603,58870656.404544234,59731872.818844385,48507176.31192676,84834895.8092736,55520913.63516776,75959000.0,61175959.024655186,41579113.69478968,49190000.040071145,61320088.3236577,60394808.55480254,50334739.24472258,52204054.38638581
Q13011,Q13011,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",ECH1,35.816,51232412.85122901,20575481.899555102,33173105.425349005,33016545.222105775,12544109.776724415,10081500.31525262,17032000.0,74310924.03929062,39377906.43219169,30378893.152320445,18661173.47255291,22980243.185798418,17541232.332178168,21178201.981184866
Q9UHG3,Q9UHG3,Prenylcysteine oxidase 1,PCYOX1,56.639,52923179.45594424,35373390.08012156,39522732.423703276,38283625.68472884,25318416.05348787,27696369.923288696,12894300.0,36958406.31531258,49454468.694179684,37955736.506317526,14239685.981845804,31514537.084986243,25843219.701734163,28357498.82885441
O00161;H3BM38;H3BR18;H3BP15;H3BQY9;H3BV99;H3BU94,O00161;H3BM38;H3BR18;H3BP15;H3BQY9;H3BV99,Synaptosomal-associated protein 23;Synaptosomal-associated protein,SNAP23,23.354,47517308.92180118,46564964.343259074,88160233.50737947,51682169.51415503,89627563.90764062,70310844.97776955,83421000.0,53083871.21059827,43438061.79679353,37253285.23461985,43710448.95376528,47969068.48479124,44370313.034047104,27756811.693414316
J3KQ48;Q9Y3E5,J3KQ48;Q9Y3E5,"Peptidyl-tRNA hydrolase 2, mitochondrial",PTRH2,19.325,48310738.31808891,23848840.38458128,24360290.693198923,24460258.82120169,24123927.822323643,28577339.061769,26273000.000000004,24815902.518378302,35458049.03755242,23845813.07905156,7612628.345306229,23269467.38299501,33938970.992647715,19227778.089605287
Q12904,Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,AIMP1,34.352,48194041.85214733,55117933.28800488,67017155.91612598,97734678.45123382,80281509.23123623,73448996.65616764,82234000.0,106809188.40645714,62786170.14634728,91398682.45144536,167986776.44962376,100179849.6304782,62793631.5242406,109880875.18023907
P12532,P12532,"Creatine kinase U-type, mitochondrial",CKMT1A,47.036,47326011.97534901,26300859.46968061,42887771.16773276,26968104.612836126,13762462.180905472,8073023.065590242,12056000.0,27024425.40433888,24869512.32872526,41589080.73522959,28459970.965487536,38261163.83567253,28344324.757372554,50242050.9837616
