Protein IDs,Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],RIPA sample avg,SMA200P sample avg,SMA200CB sample avg,SMA300CB sample avg,ChloroSMA20 sample avg,ChloroSMA40 sample avg,ChloroSMA60 sample avg,ChloroSMA80 sample avg,NP40 sample avg,AASTY645 sample avg,AASTY650 sample avg,AASTY1150 sample avg,AASTY1145 sample avg,AASTY80 sample avg
Q15751,Q15751,Probable E3 ubiquitin-protein ligase HERC1,HERC1,532.22,32050500.0,45439000.0,39310650.0,12288500.0,17851500.0,44750500.0,0.0,13289500.0,10266700.0,24035500.0,4633400.0,26045000.0,30912000.0,19524500.0
Q9Y2R5,Q9Y2R5,"28S ribosomal protein S17, mitochondrial",MRPS17,14.502,32340500.0,11755000.0,17369000.0,16503000.0,12175500.0,11581500.0,14205000.0,23457500.0,18677000.0,13651500.0,8654100.0,12800000.0,13720000.0,11641500.0
P11717;A0A7I2V657,P11717,Cation-independent mannose-6-phosphate receptor,IGF2R,274.37,31974000.0,51139500.0,42121000.0,33263500.0,48731500.0,46889000.0,65616500.0,33121500.0,36563000.0,28293500.0,55413500.0,37190500.0,45746500.0,30556000.0
A0A494C0M7;P48549,A0A494C0M7;P48549,G protein-activated inward rectifier potassium channel 1,KCNJ3,36.241,28540000.0,19839500.0,18309000.0,7152000.0,23101500.0,27449500.0,10216050.0,10052750.0,20705500.0,11190000.0,0.0,17441500.0,0.0,14640000.0
P22307;H0YCB0,P22307,Non-specific lipid-transfer protein,SCP2,58.993,31010000.0,27172500.0,28314000.0,35908500.0,29711500.0,30733000.0,54989500.0,34893000.0,49735500.0,33037500.0,36978500.0,23046000.0,25120500.0,25406500.0
O60271;Q9UPT6;D6RHI8,O60271,C-Jun-amino-terminal kinase-interacting protein 4,SPAG9,146.2,25215500.0,14965000.0,29573000.0,19717000.0,17615500.0,14184000.0,13010100.0,84633500.0,45000500.0,32392500.0,55103000.0,14446500.0,17325000.0,8406700.0
O14949,O14949,Cytochrome b-c1 complex subunit 8,UQCRQ,9.9062,28966500.0,28053500.0,39241500.0,35434500.0,38498000.0,27626000.0,18741000.0,29500000.0,31268000.0,24643500.0,47763500.0,38734500.0,26294500.0,25654500.0
P61225,P61225,Ras-related protein Rap-2b,RAP2B,20.504,27373000.0,18814000.0,16437500.0,20389500.0,20130000.0,16490500.0,24289000.0,18133000.0,24504500.0,9022250.0,7381900.0,9516150.0,10944800.0,20140500.0
P36776;K7EKE6;K7EJE8,P36776;K7EKE6;K7EJE8,"Lon protease homolog, mitochondrial",LONP1,106.49,31035000.0,20590000.0,23438500.0,14822500.0,16404000.0,20314500.0,20595000.0,18444000.0,20955500.0,22923000.0,12808000.0,24065500.0,19503000.0,33694000.0
Q9H845,Q9H845,"Acyl-CoA dehydrogenase family member 9, mitochondrial",ACAD9,68.76,28425000.0,16928500.0,21274000.0,19256500.0,16498000.0,14963500.0,29515000.0,19938900.0,24400500.0,10801000.0,18204500.0,15254000.0,14157500.0,21322000.0
P36543,P36543,V-type proton ATPase subunit E 1,ATP6V1E1,26.145,30607000.0,31157000.0,42729000.0,28972000.0,34194000.0,40522500.0,62494500.0,15341000.0,30449000.0,25949500.0,41059500.0,21765000.0,26550500.0,16797000.0
Q7L2E3,Q7L2E3,Putative ATP-dependent RNA helicase DHX30,DHX30,133.94,28921500.0,29977500.0,32542000.0,25428500.0,30910500.0,31004000.0,48846000.0,32431500.0,21551000.0,22370500.0,34167500.0,27154000.0,26488500.0,33765000.0
P61106;X6RFL8,P61106;X6RFL8,Ras-related protein Rab-14,RAB14,23.897,31941000.0,29084000.0,38257500.0,37023000.0,32706500.0,26361500.0,32422500.0,22832000.0,25539000.0,22353000.0,16256000.0,24610500.0,17573000.0,21127500.0
P02545,P02545,Prelamin-A/C;Lamin-A/C,LMNA,74.139,30720500.0,31817500.0,25037500.0,25215000.0,31500500.0,32211000.0,61515000.0,21171500.0,22704000.0,15289500.0,56632500.0,25732500.0,29211500.0,24879500.0
Q9NP58,Q9NP58,"ATP-binding cassette sub-family B member 6, mitochondrial",ABCB6,93.884,24411500.0,37268000.0,55014000.0,18334500.0,23160500.0,34789000.0,16091500.0,30371500.0,14858500.0,3082800.0,12009500.0,0.0,30268000.0,8442550.0
Q8NDH2,Q8NDH2,Coiled-coil domain-containing protein 168,CCDC168,801.9,31662000.0,86659500.0,63422000.0,19618350.0,67847500.0,92656000.0,86906500.0,26849500.0,11759000.0,37801000.0,61509500.0,55930000.0,78821000.0,22077000.0
Q86YT6,Q86YT6,E3 ubiquitin-protein ligase MIB1,MIB1,110.13,29910000.0,21175500.0,13507000.0,7700550.0,10500850.0,36593500.0,16025000.0,12921700.0,0.0,16442650.0,16358000.0,19354000.0,47775500.0,19548500.0
P35241;A0A2R8Y5S7;A0A2R8Y7M3,P35241;A0A2R8Y5S7;A0A2R8Y7M3,Radixin,RDX,68.563,31188500.0,24624000.0,23917000.0,34632000.0,22450500.0,18326000.0,6775950.0,17202000.0,20406500.0,34835500.0,9225850.0,16561000.0,21891500.0,27550000.0
P54920;M0R0Y2;M0R2M1;M0R213;M0R058;M0R0I4;M0R027,P54920;M0R0Y2;M0R2M1,Alpha-soluble NSF attachment protein,NAPA,33.232,31014000.0,33656000.0,38060000.0,30820500.0,25062000.0,14400500.0,33059500.0,12584850.0,43463000.0,34396000.0,22137000.0,16246000.0,25461500.0,5253950.0
P61619;A0A8V8TMZ3;B4DR61;C9JXC6;A0A8V8TMZ5;A0A8V8TN19;A0A8V8TN25;A0A8V8TNG8;H7C1Q9;H7C069;A6NK38;F2Z2C7;A6NIF9;C9JJV4,P61619;A0A8V8TMZ3;B4DR61;C9JXC6;A0A8V8TMZ5;A0A8V8TN19,Protein transport protein Sec61 subunit alpha isoform 1,SEC61A1,52.264,22712000.0,39905000.0,43287000.0,27872000.0,42992000.0,31258500.0,37698500.0,19633000.0,54790500.0,45547000.0,55498000.0,78751000.0,60243500.0,52732000.0
Q9Y394,Q9Y394,Dehydrogenase/reductase SDR family member 7,DHRS7,38.298,27661000.0,29810500.0,19665500.0,19810500.0,29314500.0,18181000.0,37041000.0,3372700.0,21941500.0,12287000.0,9810350.0,16740000.0,24887000.0,16334500.0
A0A087WY71;C9JGT8;C9JPV8;E9PFW3;Q96CW1;C9JTK4;H7C4C3;C9JJD3;A0A8I5KWD3;A0A8I5KT55;A0A8I5KTP2,A0A087WY71;C9JGT8;C9JPV8;E9PFW3;Q96CW1;C9JTK4;H7C4C3;C9JJD3;A0A8I5KWD3,AP-2 complex subunit mu,AP2M1,49.526,27813500.0,16630500.0,27144000.0,37861500.0,24636500.0,17367000.0,12179950.0,29200000.0,34012500.0,27881500.0,19004500.0,24850000.0,14263000.0,30673500.0
Q99720;Q5T1J1;A0A7P0TA12;B4DR71;A0A7P0T9D5;A0A7P0Z4C2,Q99720;Q5T1J1;A0A7P0TA12;B4DR71,Sigma non-opioid intracellular receptor 1,SIGMAR1,25.127,27366000.0,18286500.0,16360100.0,2209400.0,24526500.0,26162000.0,1988800.0,1466900.0,35514000.0,18596500.0,19128000.0,45752500.0,12864500.0,12611000.0
Q14554,Q14554,Protein disulfide-isomerase A5,PDIA5,59.594,32060500.0,16916000.0,16299500.0,11108500.0,18433500.0,12797500.0,17876500.0,12721500.0,13063000.0,13063000.0,14874500.0,16496500.0,11757000.0,8896650.0
Q9BYN8,Q9BYN8,"28S ribosomal protein S26, mitochondrial",MRPS26,24.211,26892500.0,18398000.0,36177000.0,19650500.0,11282500.0,20257500.0,35587500.0,14399000.0,26960500.0,21251000.0,27639400.0,25271000.0,10093700.0,32922000.0
P12235;V9GYG0,P12235;V9GYG0,ADP/ATP translocase 1,SLC25A4,33.064,33789500.0,32067500.0,54739000.0,27508500.0,40224500.0,32141000.0,25231500.0,9697950.0,44798500.0,27676500.0,11089500.0,37805000.0,22898000.0,52450500.0
P18031;B4DSN5,P18031;B4DSN5,Tyrosine-protein phosphatase non-receptor type 1;Tyrosine-protein phosphatase non-receptor type,PTPN1,49.966,27146500.0,25043500.0,27299500.0,14455000.0,28511500.0,34383000.0,35883500.0,23273000.0,19495500.0,20923000.0,25938500.0,20018000.0,21120500.0,18005500.0
Q9Y3D9,Q9Y3D9,"28S ribosomal protein S23, mitochondrial",MRPS23,21.77,27311000.0,9884650.0,14735000.0,11386050.0,11566000.0,12337000.0,17766000.0,22805000.0,18939500.0,11675000.0,17538500.0,13166050.0,12125900.0,14527500.0
O75489,O75489,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",NDUFS3,30.241,30805000.0,12885000.0,29758500.0,23036000.0,11278000.0,8246400.0,9529600.0,35523500.0,21764000.0,15204000.0,10928700.0,15549500.0,13605500.0,22353000.0
P81605,P81605,Dermcidin;Survival-promoting peptide;DCD-1,DCD,11.284,28440000.0,2893500.0,5030600.0,2993000.0,620100.0,1199750.0,881550.0,353700.0,6817050.0,4939000.0,11478900.0,5534465.0,10885500.0,461900.0
Q9NZJ7;A0A8Q3SHP9;A0A8Q3WKC8;A0A8Q3WLF0;H0Y8C3;A0A8Q3SHR5;A0A8Q3WLQ9;A0A8Q3WKA5;A0A8Q3WKU8;A0A8Q3WKA4;A0A8Q3SHP5;A0A8Q3WKF6;A0A8Q3WKA3;A0A8Q3SHJ3;A0A8Q3WKC1;A0A8Q3SHK9;A0A8Q3WLQ4;A0A8Q3SHJ6,Q9NZJ7;A0A8Q3SHP9;A0A8Q3WKC8;A0A8Q3WLF0;H0Y8C3;A0A8Q3SHR5;A0A8Q3WLQ9;A0A8Q3WKA5;A0A8Q3WKU8;A0A8Q3WKA4;A0A8Q3SHP5;A0A8Q3WKF6;A0A8Q3WKA3;A0A8Q3SHJ3;A0A8Q3WKC1;A0A8Q3SHK9;A0A8Q3WLQ4,Mitochondrial carrier homolog 1,MTCH1,41.544,28203500.0,23738000.0,45533000.0,27070500.0,20848500.0,26897000.0,37915000.0,32375000.0,37695000.0,13955000.0,33521000.0,14940000.0,9581350.0,32001500.0
Q9UL25,Q9UL25,Ras-related protein Rab-21,RAB21,24.347,28654500.0,39092000.0,52670500.0,36729000.0,46585000.0,39967000.0,77584000.0,26939500.0,37831000.0,23989000.0,32437000.0,30508500.0,33934500.0,20878500.0
Q13724;A0A8I5KTK5;A0A3B3IRK6;A0A8I5KQG9;A0A3B3IS52;A0A3B3ITC1;C9JDQ1;A0A3B3ITU6;B8ZZE2;A0A3B3IRI7;B4E3B8,Q13724;A0A8I5KTK5;A0A3B3IRK6;A0A8I5KQG9,Mannosyl-oligosaccharide glucosidase,MOGS,91.916,28014000.0,39539000.0,41141000.0,20842500.0,42306000.0,33091000.0,43536500.0,21901000.0,32550500.0,21159500.0,34539000.0,34559500.0,35051500.0,25666500.0
P82909,P82909,"28S ribosomal protein S36, mitochondrial",MRPS36,11.466,32489500.0,10961500.0,19363500.0,22203500.0,20505500.0,24758500.0,43169000.0,49886500.0,13289550.0,15378500.0,8478000.0,21557000.0,21789000.0,20796000.0
P07099,P07099,Epoxide hydrolase 1,EPHX1,52.948,24507000.0,57211000.0,44947000.0,25007500.0,43948000.0,46562500.0,50817000.0,18071000.0,30285000.0,25064500.0,16726500.0,30453000.0,50853000.0,25209000.0
P09543;K7ERC4;C9K0L8;K7ERZ0;K7EN66,P09543,"2,3-cyclic-nucleotide 3-phosphodiesterase",CNP,47.578,28902000.0,26237500.0,33419000.0,31832500.0,34104000.0,27472000.0,47812500.0,28959000.0,32816000.0,35716500.0,35510000.0,35877500.0,26542500.0,40477000.0
P04899;A0A087WZE5,P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2,GNAI2,40.45,26067000.0,27012500.0,25388500.0,17879000.0,37573500.0,29000000.0,25071500.0,26380500.0,18620000.0,11438500.0,7844850.0,16333500.0,21401500.0,14605000.0
Q5QPK2;H0Y368;O60762;A0A804HIK9;Q5QPJ9;A0A804HJ93;A0A804HIB3,Q5QPK2;H0Y368;O60762;A0A804HIK9;Q5QPJ9;A0A804HJ93,Dolichol-phosphate mannosyltransferase subunit 1,DPM1,32.426,32826500.0,37106500.0,42753500.0,19023500.0,30335500.0,31336500.0,26059000.0,7795000.0,27814000.0,24486500.0,12967500.0,32267000.0,35969000.0,28942000.0
Q9BZH6,Q9BZH6,WD repeat-containing protein 11,WDR11,136.68,19076500.0,14393500.0,64087000.0,32007500.0,43511500.0,28796500.0,12217600.0,35530500.0,22855500.0,48704000.0,30529500.0,41892000.0,31259000.0,115050000.0
O43678,O43678,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,NDUFA2,10.921,27877000.0,2818700.0,5527200.0,7974350.0,0.0,1525700.0,2465200.0,19491500.0,16111000.0,2233100.0,2744400.0,0.0,0.0,2349700.0
Q9H9J2,Q9H9J2,"39S ribosomal protein L44, mitochondrial",MRPL44,37.535,33580000.0,14055000.0,21566500.0,24451000.0,19712500.0,14113000.0,11163450.0,12982000.0,24129500.0,19536000.0,19608500.0,22192000.0,14502500.0,30049500.0
Q6IAA8;F5GX19;F5H3Y3;H0YFI1;F5H479,Q6IAA8;F5GX19;F5H3Y3;H0YFI1;F5H479,Ragulator complex protein LAMTOR1,LAMTOR1,17.745,30596000.0,8432650.0,11823050.0,6202550.0,6794600.0,7902300.0,5945600.0,10826400.0,23307500.0,4579500.0,3355900.0,4082550.0,6479900.0,9426550.0
Q01518;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R1;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R8;Q5T0S3,Q01518;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R1,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,CAP1,51.901,26895000.0,27932000.0,39518000.0,37633000.0,30178000.0,28564000.0,46552500.0,27639500.0,33824000.0,29633000.0,24608000.0,25398500.0,25421000.0,23590000.0
Q8NFQ8,Q8NFQ8,Torsin-1A-interacting protein 2,TOR1AIP2,51.263,25928500.0,16999000.0,12290750.0,6864050.0,12567000.0,13629000.0,29265500.0,8012800.0,21706000.0,9905950.0,21399000.0,8170150.0,12865150.0,5518900.0
O14925,O14925,Mitochondrial import inner membrane translocase subunit Tim23,TIMM23,21.943,25452500.0,14056000.0,29074000.0,15064500.0,16052000.0,16622500.0,21755500.0,13784550.0,25866000.0,11824000.0,16601500.0,12959500.0,12861500.0,14727000.0
Q5TH69,Q5TH69,Brefeldin A-inhibited guanine nucleotide-exchange protein 3,ARFGEF3,240.65,41194500.0,19880500.0,20834500.0,12098300.0,48083500.0,60016000.0,17336500.0,23527400.0,23600000.0,11725650.0,23273500.0,10179750.0,18015500.0,11076300.0
P06865;H3BP20;H3BS10,P06865;H3BP20;H3BS10,Beta-hexosaminidase subunit alpha;Beta-hexosaminidase,HEXA,60.702,26049000.0,4747350.0,8965700.0,4225050.0,7646750.0,4420600.0,4762950.0,34164500.0,30698000.0,8985000.0,1355450.0,3434900.0,2866900.0,4723600.0
O00560;B4DHN5;E9PBU7,O00560;B4DHN5;E9PBU7,Syntenin-1,SDCBP,32.444,25619000.0,13030500.0,20787000.0,14974000.0,12519000.0,17118000.0,15912500.0,12772500.0,14476500.0,8481200.0,3921650.0,9983450.0,6988000.0,13861500.0
Q9NP72;Q5W0J0;A0A8C8NLQ3;A0A804HIB9;B7Z4P9;A0A804HJ83;A0A804HIM2,Q9NP72;Q5W0J0;A0A8C8NLQ3;A0A804HIB9;B7Z4P9,Ras-related protein Rab-18,RAB18,22.977,28974000.0,23653500.0,31226000.0,26381000.0,32154500.0,26953000.0,33116500.0,18766500.0,25254500.0,24445500.0,15843500.0,23747500.0,21293500.0,23615000.0
Q9Y3B3;A0A0A6YYA0;G3V2Y2,Q9Y3B3;A0A0A6YYA0,Transmembrane emp24 domain-containing protein 7,TMED7;TMED7-TICAM2,25.171,27357000.0,17119000.0,38136000.0,31720000.0,13610500.0,11224550.0,5250850.0,23616000.0,34370000.0,23585500.0,8902450.0,19962000.0,25976000.0,10492000.0
Q96TA2;Q96I63;R4GNA5;Q5T8D1;Q5T8D2,Q96TA2;Q96I63,ATP-dependent zinc metalloprotease YME1L1,YME1L1,86.454,25777500.0,16649500.0,14453500.0,17355500.0,13970000.0,14488500.0,12704400.0,24504000.0,17556000.0,12661000.0,13362000.0,14895000.0,12969500.0,21902000.0
A0A087X0L7;J3KNA0;Q15070;E7EVY0;C9JC63;H7BZE6,A0A087X0L7;J3KNA0;Q15070;E7EVY0;C9JC63,Mitochondrial inner membrane protein OXA1L,OXA1L,48.519,33180500.0,16210500.0,30528000.0,20983000.0,25906500.0,20607000.0,18070000.0,13894500.0,28270000.0,12558500.0,10707500.0,19860500.0,17269000.0,17286000.0
Q9P015,Q9P015,"39S ribosomal protein L15, mitochondrial",MRPL15,33.419,26042000.0,18492500.0,19592500.0,16787000.0,11617500.0,15252500.0,7140150.0,43529500.0,17507500.0,14752000.0,18062000.0,14022000.0,15342500.0,22422500.0
P29992;K7EL62;A0A087WVZ3,P29992;K7EL62,Guanine nucleotide-binding protein subunit alpha-11,GNA11,42.123,25296000.0,51207500.0,42610500.0,12837500.0,59696000.0,42805500.0,51255000.0,23147500.0,48917000.0,32221500.0,7454050.0,34655500.0,44019500.0,25516500.0
Q15691,Q15691,Microtubule-associated protein RP/EB family member 1,MAPRE1,29.999,27343000.0,21732000.0,29362500.0,19775000.0,20876000.0,15268500.0,27455000.0,22043000.0,22818500.0,34838500.0,19754000.0,23520500.0,26237000.0,12844000.0
O75381,O75381,Peroxisomal membrane protein PEX14,PEX14,41.236,25825000.0,12789250.0,15756000.0,9173400.0,21160000.0,21912500.0,40153500.0,14213000.0,20906000.0,9342450.0,13402000.0,12666500.0,15334500.0,8658300.0
Q16850;A0A8I5KRT9,Q16850;A0A8I5KRT9,Lanosterol 14-alpha demethylase,CYP51A1,57.278,28001000.0,33855000.0,36312500.0,20680500.0,31721000.0,29411000.0,31653000.0,10483950.0,20765500.0,21252000.0,12365800.0,25964500.0,31297000.0,22043000.0
Q9BT22;A0A804HHW1;K7EPU3,Q9BT22,Chitobiosyldiphosphodolichol beta-mannosyltransferase,ALG1,52.518,22011500.0,19844500.0,20520500.0,18302500.0,35526000.0,20808500.0,25610500.0,23473500.0,16560250.0,20879500.0,22786500.0,27177000.0,29627500.0,22335000.0
H3BQK9;A0A7P0MQR8;H3BPE1;Q9UPN3;A0A590UJG2;A0A0A6YYJ5,H3BQK9;A0A7P0MQR8;H3BPE1;Q9UPN3;A0A590UJG2,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5",MACF1,861.07,34049500.0,32855000.0,30071000.0,33122500.0,33108000.0,32779000.0,61326000.0,54672500.0,33072000.0,33520500.0,60076500.0,34318500.0,25226500.0,38786000.0
A0A7I2V5R6;Q5JWF2;Q5JWE9;P63092;A0A590UJS2,A0A7I2V5R6;Q5JWF2;Q5JWE9;P63092;A0A590UJS2,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,GNAS,111.11,29724500.0,53101500.0,58574500.0,38627000.0,58379000.0,55391500.0,88428500.0,21218500.0,29518000.0,26667500.0,38013500.0,33273500.0,42116500.0,21124500.0
P51153;A0A087WWB9,P51153;A0A087WWB9,Ras-related protein Rab-13,RAB13,22.774,24378500.0,15752500.0,33152500.0,37400000.0,27835000.0,22494000.0,41591000.0,19883500.0,23033000.0,17952500.0,47680000.0,19341000.0,15301000.0,16462500.0
Q8NF37,Q8NF37,Lysophosphatidylcholine acyltransferase 1,LPCAT1,59.151,25869500.0,39965000.0,37118500.0,24381000.0,37123000.0,31395500.0,46072500.0,43524500.0,27477500.0,22037000.0,26350500.0,26949500.0,30580000.0,19369500.0
A0A1W2PPX5;A0A1W2PQR6;A0A1W2PQB7;A0A1W2PS43;Q14108;A0A1W2PRS1;A0A1W2PPU6;A0A1W2PRF6;A0A1W2PSE4;A0A1W2PS70;A0A1W2PNX7;D6RDG0;A0A1W2PQL5,A0A1W2PPX5;A0A1W2PQR6;A0A1W2PQB7;A0A1W2PS43;Q14108;A0A1W2PRS1;A0A1W2PPU6;A0A1W2PRF6,Lysosome membrane protein 2,SCARB2,49.204,24399500.0,21037500.0,40798500.0,25442500.0,24031500.0,28042500.0,26577500.0,10098550.0,30874500.0,19319500.0,20205500.0,14702650.0,11813000.0,27857500.0
Q9BRJ2,Q9BRJ2,"39S ribosomal protein L45, mitochondrial",MRPL45,35.351,32300000.0,26141500.0,23538000.0,25207000.0,25385000.0,22234500.0,7029000.0,52482500.0,27916500.0,21982000.0,3507300.0,22697000.0,30309500.0,27879000.0
P53007;B4DP62,P53007;B4DP62,"Tricarboxylate transport protein, mitochondrial",SLC25A1,34.012,25382000.0,20954500.0,37844000.0,15726500.0,24393000.0,19878000.0,26949000.0,4736900.0,29517000.0,13711500.0,6130500.0,15796500.0,14944000.0,28729000.0
Q8WWQ8,Q8WWQ8,Stabilin-2;190 kDa form stabilin-2,STAB2,276.99,26175000.0,8945300.0,0.0,0.0,6223000.0,0.0,0.0,33357500.0,26245500.0,0.0,0.0,0.0,0.0,40385500.0
A0A0A0MTI6;Q9NYP7,A0A0A0MTI6;Q9NYP7,Elongation of very long chain fatty acids protein;Elongation of very long chain fatty acids protein 5,ELOVL5,30.742,27460000.0,14423000.0,10952100.0,21972500.0,16538000.0,14750000.0,3405800.0,50941000.0,7348750.0,11464900.0,4658750.0,12055250.0,11503500.0,9344200.0
A0A494C1N0;P26885,A0A494C1N0;P26885,Peptidyl-prolyl cis-trans isomerase FKBP2,FKBP2,18.562,30327500.0,6312200.0,10035100.0,7191300.0,4711600.0,6118400.0,7471400.0,34809100.0,21455500.0,21802000.0,8334950.0,8594100.0,9674450.0,1386950.0
P82932,P82932,"28S ribosomal protein S6, mitochondrial",MRPS6,14.226,27115500.0,5294050.0,8260300.0,10944650.0,11559000.0,7950150.0,10539200.0,5111500.0,25056000.0,18634500.0,9406750.0,28097000.0,9020250.0,30594500.0
Q96S52;K7EN97,Q96S52,GPI transamidase component PIG-S,PIGS,61.655,28579500.0,24137500.0,20919000.0,15867000.0,27090000.0,17997000.0,3806950.0,14816000.0,19551500.0,11348500.0,4028250.0,18593000.0,21255500.0,18654000.0
P36873,P36873,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,PPP1CC,36.983,26723500.0,16050500.0,31037500.0,16867000.0,23681000.0,23825000.0,19220000.0,9923350.0,23811000.0,22961500.0,20053500.0,19839500.0,21666000.0,11111000.0
P61221,P61221,ATP-binding cassette sub-family E member 1,ABCE1,67.314,24976000.0,27570500.0,39463000.0,49551500.0,31853500.0,26137500.0,44091500.0,30322000.0,23338500.0,37935500.0,30576000.0,33884500.0,36905000.0,35693500.0
Q9NQ50,Q9NQ50,"39S ribosomal protein L40, mitochondrial",MRPL40,24.49,28131500.0,7061150.0,18001000.0,16494000.0,10908500.0,10001550.0,6495500.0,9297400.0,8607650.0,14053500.0,7099050.0,10992950.0,6444450.0,20034500.0
P62070;E9PK85;E9PQ87,P62070;E9PK85,Ras-related protein R-Ras2,RRAS2,23.399,28075500.0,34544000.0,40213500.0,27204500.0,38678000.0,39900500.0,47028500.0,18093000.0,31780500.0,25622000.0,25081000.0,22496000.0,28020500.0,19762500.0
Q5J8M3;H0YK61;H0YNK8;S4R329;H0YNK0;H0YLP8;H0YMH5;H0YN63,Q5J8M3;H0YK61;H0YNK8;S4R329;H0YNK0;H0YLP8,ER membrane protein complex subunit 4,EMC4,20.086,27577500.0,25519500.0,40073000.0,17833500.0,32852500.0,28907500.0,37912000.0,30476000.0,17747500.0,12852500.0,20600000.0,18389000.0,18294500.0,15366000.0
P04179,P04179,"Superoxide dismutase [Mn], mitochondrial",SOD2,24.75,25663500.0,1495800.0,4513650.0,7175400.0,1364850.0,1295840.0,0.0,16480500.0,13060150.0,3813350.0,489905.0,1846000.0,192155.0,4013400.0
Q9NPA0;H0YDT8;H0YDX2,Q9NPA0;H0YDT8;H0YDX2,ER membrane protein complex subunit 7,EMC7,26.47,20911000.0,31922000.0,18146000.0,23530000.0,30469000.0,30956000.0,9961900.0,53489500.0,17575000.0,21899500.0,48180000.0,22040000.0,17995500.0,26548000.0
Q9H2V7;H3BMF4;H3BR82;H3BPQ9;H3BP14;H3BT44;H3BPT8,Q9H2V7;H3BMF4;H3BR82,Protein spinster homolog 1,SPNS1,56.629,27169000.0,14386500.0,18090500.0,15821000.0,18970000.0,16619500.0,4054200.0,4916050.0,7861900.0,6971000.0,7182900.0,13712650.0,10243750.0,11024300.0
Q5JRA6;A0A0A0MRH6,Q5JRA6;A0A0A0MRH6,Melanoma inhibitory activity protein 3,MIA3,213.7,26601500.0,17465500.0,19104350.0,10099650.0,20509000.0,24104500.0,28492500.0,19192500.0,17995000.0,8653150.0,18930000.0,9431400.0,14378500.0,8525850.0
Q6RW13,Q6RW13,Type-1 angiotensin II receptor-associated protein,AGTRAP,17.419,24181000.0,28958500.0,31623500.0,23994000.0,22403000.0,24577500.0,26671000.0,25658000.0,11339500.0,6587400.0,6807650.0,15075500.0,23371000.0,7711750.0
A1L0T0;M0R026;E9PJS0;E9PL44;E9PNL1,A1L0T0;M0R026,Acetolactate synthase-like protein,ILVBL,67.867,23370500.0,25204000.0,20594500.0,23051000.0,33207000.0,25587000.0,22389000.0,24828000.0,17730000.0,18029000.0,10938450.0,21082000.0,27813500.0,18146500.0
Q9Y490,Q9Y490,Talin-1,TLN1,269.76,25527000.0,17514500.0,25023500.0,24174000.0,19305000.0,18049500.0,23261500.0,33364000.0,22353500.0,23161000.0,14352000.0,21301500.0,18199500.0,21060500.0
O14745;J3QRP6,O14745;J3QRP6,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,SLC9A3R1,38.868,24313500.0,2010950.0,3552550.0,1604150.0,2763850.0,2612350.0,2745000.0,17279500.0,16451000.0,7910300.0,12927500.0,3573350.0,2209950.0,1262050.0
Q8NBU5,Q8NBU5,ATPase family AAA domain-containing protein 1,ATAD1,40.744,25932500.0,12879000.0,13798000.0,18488000.0,11227500.0,8820150.0,3058250.0,15689500.0,12005500.0,16607000.0,2625450.0,13185400.0,11457400.0,23535500.0
Q9Y2R0;K7EPV0,Q9Y2R0;K7EPV0,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial",COA3,11.731,24910000.0,22021500.0,20637200.0,15396500.0,3982350.0,4450250.0,10065600.0,24422000.0,29637000.0,3927800.0,17065500.0,4684800.0,4693600.0,3469750.0
O75600,O75600,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",GCAT,45.285,21911000.0,3118350.0,3640450.0,3520000.0,5516700.0,3348700.0,3683450.0,16820000.0,4940200.0,6369850.0,1784300.0,5717600.0,2279150.0,9126550.0
Q01082;A0A087WUZ3,Q01082;A0A087WUZ3,"Spectrin beta chain, non-erythrocytic 1",SPTBN1,274.61,26421000.0,24210500.0,31175000.0,21044000.0,30956000.0,29791000.0,41239500.0,33878000.0,21661500.0,31778000.0,51056500.0,31209000.0,22481500.0,37691500.0
Q5T653,Q5T653,"39S ribosomal protein L2, mitochondrial",MRPL2,33.3,22879000.0,15463500.0,17797500.0,24610500.0,20785500.0,16008000.0,13574550.0,17677500.0,14973500.0,12236000.0,8320000.0,10817100.0,16241000.0,19270000.0
Q9Y2S7,Q9Y2S7,Polymerase delta-interacting protein 2,POLDIP2,42.033,22774500.0,13379000.0,18910500.0,13762000.0,9750550.0,11923000.0,9959800.0,27492000.0,19729000.0,16096000.0,14025500.0,14079000.0,13402000.0,14094000.0
