,Protein IDs,Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],RIPA sample avg,SMA200P sample avg,SMA200CB sample avg,SMA300CB sample avg,ChloroSMA20 sample avg,ChloroSMA40 sample avg,ChloroSMA60 sample avg,ChloroSMA80 sample avg,NP40 sample avg,AASTY645 sample avg,AASTY650 sample avg,AASTY1150 sample avg,AASTY1145 sample avg,AASTY80 sample avg
460,Q99460,Q99460,26S proteasome non-ATPase regulatory subunit 1,PSMD1,105.84,17979332.0,23743000.0,,17953250.0,42375600.0,42052824.0,32311409.0,24833017.5,25610653.5,21920686.5,5226300.0,21561862.5,19517000.0,17766987.0
461,Q9Y4P3,Q9Y4P3,Transducin beta-like protein 2,TBL2,49.797,33731386.5,42907500.0,,28873687.5,36005200.0,43813132.0,66788473.0,19045417.5,22007592.0,16128549.0,33677280.0,18876712.5,29152612.5,13033664.0
462,O96000;H3BV16,O96000;H3BV16,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,NDUFB10,20.776,60951642.5,37727000.0,,16471437.5,10374000.0,10402612.0,10367332.0,14310795.0,65056682.0,14809368.0,48444480.0,8424337.5,14970525.0,2677138.8000000003
463,O76024;A0A669KAX3;H0Y9G5,O76024;A0A669KAX3;H0Y9G5,Wolframin,WFS1,100.29,34132248.5,43258500.0,,27854750.0,35085600.0,46659536.0,62168409.0,26733067.5,17526030.0,12599296.5,27655200.0,12674137.5,25704875.0,13435373.0
464,P12532,P12532,"Creatine kinase U-type, mitochondrial",CKMT1A,47.036,42586792.5,21919000.0,,19524312.5,8604360.0,6493247.2,9861808.0,17199030.0,16111706.5,22641186.0,15842880.0,17769712.5,15643687.5,22839838.0
465,O75964;A0A8I5KT86;A0A8I5KSQ4;A0A3B3ITX4;A0A3B3IRW3;A0A3B3ISE7,O75964;A0A8I5KT86;A0A8I5KSQ4;A0A3B3ITX4,"ATP synthase subunit g, mitochondrial",ATP5L,11.428,67508805.0,33074500.0,,23603125.0,14312000.0,12794540.0,14370215.0,13522234.5,45990252.5,19382554.5,27569880.0,16365712.5,19766762.5,20257846.0
466,Q8IXI1;A0A8V8TM48;H3BST5;I3L2C6;H3BU27;H3BUX4,Q8IXI1;A0A8V8TM48;H3BST5,Mitochondrial Rho GTPase 2,RHOT2,68.117,16402256.5,12508000.0,,12802562.5,8810000.0,11563244.0,10060173.0,15521182.5,11625013.5,8631345.0,6689916.0,6963435.0,6685043.75,7919030.0
467,E3W994;J3KR49;O75122;A0A0U1RQI6;B3KR06;E7ENG2,E3W994;J3KR49;O75122;A0A0U1RQI6,CLIP-associating protein 2,CLASP2,138.86,3673689.25,11838500.0,,26810875.0,13811200.0,6779678.4,9161191.0,13146835.5,2934932.0,8610913.5,8866440.0,8356635.0,3813427.5,8848126.0
468,A0A087WY71;C9JGT8;C9JPV8;E9PFW3;Q96CW1;C9JTK4;H7C4C3;C9JJD3;A0A8I5KWD3;A0A8I5KT55;A0A8I5KTP2,A0A087WY71;C9JGT8;C9JPV8;E9PFW3;Q96CW1;C9JTK4;H7C4C3;C9JJD3;A0A8I5KWD3,AP-2 complex subunit mu,AP2M1,49.526,26673146.5,16630500.0,,33128812.5,19709200.0,16811256.0,9963199.1,23214000.0,24931162.5,21496636.5,13683240.0,16773750.0,10340675.0,20183163.0
469,Q8WVM8;G3V5F3,Q8WVM8,Sec1 family domain-containing protein 1,SCFD1,72.379,40401231.5,34509500.0,,18697875.0,32062000.0,35235200.0,29308122.0,19901632.5,21142285.5,20885233.5,6820920.0,19086300.0,23290262.5,15472541.0
470,O14773,O14773,Tripeptidyl-peptidase 1,TPP1,61.247,15277349.5,3671300.0,,5893781.25,11660400.0,8184924.0,3113962.4,25123987.5,8697778.0,2979992.1,5841360.0,3069191.25,3031297.5,4981718.0
471,Q70CQ3;F5H3L3;B3KUS5,Q70CQ3;F5H3L3;B3KUS5,Ubiquitin carboxyl-terminal hydrolase 30;Ubiquitin carboxyl-terminal hydrolase,USP30,58.502,5541102.0,0.0,,7150412.5,0.0,0.0,14598846.0,13644744.0,2651004.45,0.0,11019600.0,1704240.0,6378912.5,4101083.7
472,O00763,O00763,Acetyl-CoA carboxylase 2;Biotin carboxylase,ACACB,276.54,8126230.35,6726350.0,,12701500.0,9498400.0,6423696.4,6694716.5,15706815.0,4769521.05,7152644.1,5019624.0,5137931.25,5924192.5,4960333.0
473,A0A7P0T9B3;A0A7P0T913;A0A7P0Z4E3;B7ZKQ9;A0A7P0T9I2;Q8WTV0;F5H5E8;A0A0S2Z3I2;F5H4X0;A0A7P0Z4J8,A0A7P0T9B3;A0A7P0T913;A0A7P0Z4E3;B7ZKQ9;A0A7P0T9I2;Q8WTV0;F5H5E8;A0A0S2Z3I2;F5H4X0,Scavenger receptor class B member 1,SCARB1,39.255,16318823.5,14488000.0,,16270187.5,16294000.0,20360428.0,23529770.0,17021347.5,9802409.0,5986236.75,6083496.0,5852587.5,8143925.0,6799410.1
474,P49792,P49792,E3 SUMO-protein ligase RanBP2,RANBP2,358.2,18911000.5,13013000.0,,14175437.5,14518400.0,16108004.0,23588666.0,18165750.0,10216554.0,13902286.5,16590960.0,11912400.0,9274925.0,15964725.0
475,Q08378,Q08378,Golgin subfamily A member 3,GOLGA3,167.35,6882599.15,4451650.0,,5129337.5,5654320.0,16221744.0,24382535.0,12233817.75,2036164.0499999998,8294148.15,6705720.0,3768930.0,4798702.5,4003962.9000000004
476,P82912,P82912,"28S ribosomal protein S11, mitochondrial",MRPS11,20.616,20297235.0,5319200.0,,10651375.0,3730240.0,2597289.2,4035725.7,16165132.5,8853907.0,4857569.85,2308824.0,4950382.5,5726666.25,4479993.0
477,Q8N766;A0A8I5KW55;H7C5A2;A0A8I5KRL9;A0A8I5KQA0;A0A8I5KTE8;A0A8I5KXE1;A0A8I5KWE3;Q5TG59;A0A8I5KSM5;H7C4E3,Q8N766;A0A8I5KW55;H7C5A2;A0A8I5KRL9;A0A8I5KQA0;A0A8I5KTE8,ER membrane protein complex subunit 1,EMC1,111.76,37779805.0,46219500.0,,22319500.0,43260800.0,38406368.0,39003876.0,20363130.0,37616827.0,21311982.0,15143040.0,24470775.0,25686750.0,21645239.0
478,P28799,P28799,Granulins;Acrogranin;Paragranulin;Granulin-1;Granulin-2;Granulin-3;Granulin-4;Granulin-5;Granulin-6;Granulin-7,GRN,63.544,3288554.85,3679950.0,,7740250.0,5742960.0,911304.24,9393748.4,15626917.5,5615549.65,7738604.1,2519568.0,5153557.5,3370706.25,1871253.2999999998
479,G3V0I5;P49821,G3V0I5;P49821,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",NDUFV1,50.054,16519734.0,9434250.0,,9098818.75,5273080.0,2328524.0,3198666.3,17273760.0,9936914.5,3559360.05,857376.0,1715613.75,931737.375,5209386.0
480,A1L0T0;M0R026;E9PJS0;E9PL44;E9PNL1,A1L0T0;M0R026,Acetolactate synthase-like protein,ILVBL,67.867,22412309.5,25204000.0,,20169625.0,26565600.0,24768216.0,18314202.0,19738260.0,12996090.0,13900359.0,7875684.0,14230350.0,20164787.5,11940397.0
481,P49406,P49406,"39S ribosomal protein L19, mitochondrial",MRPL19,33.535,9571299.5,17151000.0,,10641750.0,11674800.0,13753344.0,11769793.0,13899780.0,9688061.0,8679532.5,6297228.0,7068667.5,10070975.0,10437854.0
482,P58107,P58107,Epiplakin,EPPK1,555.65,6003963.35,6613800.0,,1494500.0,3974560.0,1393808.68,841558.3999999999,13833397.5,4091166.2,3791007.0,973944.0,5070532.5,5457437.5,8927086.0
483,J3KQ48;Q9Y3E5,J3KQ48;Q9Y3E5,"Peptidyl-tRNA hydrolase 2, mitochondrial",PTRH2,19.325,43472908.5,19875500.0,,17708687.5,15082400.0,22985160.0,21491314.0,15793470.0,22971487.0,12981712.5,4237740.0,10807087.5,18731462.5,8740872.0
484,P50552,P50552,Vasodilator-stimulated phosphoprotein,VASP,39.829,297889.375,0.0,,510912.5,505520.0,567586.7999999999,501883.9,10215591.0,545018.485,1644677.925,444996.0,601458.75,337628.875,222318.46
485,Q6UW68;K7ELQ9,Q6UW68;K7ELQ9,Transmembrane protein 205,TMEM205,21.198,46663501.5,59481500.0,,50757437.5,48562800.0,56885972.0,50365896.0,20521732.5,26171032.0,19249942.5,41862960.0,23819737.5,40699325.0,12174974.0
486,Q9UBI6,Q9UBI6,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,GNG12,8.0061,19922745.5,28686000.0,,26620125.0,8903200.0,6620539.199999999,2834001.9000000004,19253707.5,5607779.85,3483223.8,6238080.0,4678762.5,7584623.75,3179258.6
487,P51648;A0A5F9ZGX4;A0A5K1VW72;A0A5F9ZHP6;J3KTD9;J3QQV9;I3L4G6;P43353,P51648;A0A5F9ZGX4;A0A5K1VW72,Fatty aldehyde dehydrogenase,ALDH3A2,54.847,59674734.0,68279000.0,,46603375.0,44803200.0,54576808.0,49910270.0,23642505.0,36289364.0,28797235.5,52238520.0,29927812.5,39810837.5,29158283.0
488,P82930,P82930,"28S ribosomal protein S34, mitochondrial",MRPS34,25.65,21634081.0,11321150.0,,9881943.75,11653200.0,10268205.2,10290031.0,16406415.0,13438089.0,9213450.0,9658368.0,10915425.0,8516647.5,14709261.0
489,P55145,P55145,Mesencephalic astrocyte-derived neurotrophic factor,MANF,20.7,21823483.5,18547000.0,,24925687.5,8137520.0,6367746.0,24374355.0,24410872.5,16359094.0,11456674.5,10345140.0,3498963.75,5507716.25,1547122.5
490,Q16795,Q16795,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",NDUFA9,42.509,20385942.5,19186500.0,,4796137.5,16242800.0,13304192.0,7598729.199999999,14147025.0,16461714.0,7654102.5,9010080.0,9480712.5,10610737.5,21856457.0
491,Q7Z6Z7,Q7Z6Z7,E3 ubiquitin-protein ligase HUWE1,HUWE1,481.89,9797767.35,10016800.0,,8390200.0,15624000.0,13822556.0,11641367.0,18281422.5,8415573.0,9034192.5,4724100.0,8700412.5,9276048.75,6721799.0
492,B5BU72;Q13492;E9PK13;E5RFU0;E5RHK9;E9PKP6;E5RFC6;E5RK51;E5RIJ5;E9PLJ8;E5RGY9,B5BU72;Q13492,Phosphatidylinositol-binding clathrin assembly protein,PICALM,66.393,8041982.199999999,9675250.0,,10894843.75,9598400.0,8494442.0,4997939.1,19549447.5,3211199.7,7728234.15,2110140.0,6424413.75,7538187.5,8351007.0
493,Q9UHQ9;H7C0R7,Q9UHQ9;H7C0R7,NADH-cytochrome b5 reductase 1,CYB5R1,34.094,17055815.0,10549600.0,,13275062.5,18506400.0,27302924.0,9949211.3,16180237.5,11312755.5,8028076.050000001,11556360.0,7769418.75,12529450.0,8568476.0
494,O75616;J3QRV9;K7EQJ8,O75616;J3QRV9,"GTPase Era, mitochondrial",ERAL1,48.349,13785145.5,6658550.0,,6377875.0,5226160.0,6529547.199999999,13559577.0,14329875.0,7911415.6,3145911.3,11962440.0,4366811.25,4539007.5,5792045.0
495,Q9Y2R9,Q9Y2R9,"28S ribosomal protein S7, mitochondrial",MRPS7,28.134,21526193.5,14094500.0,,13492062.5,9740680.0,12786796.0,16915422.0,16272855.0,16121602.0,12911937.0,9433440.0,11926912.5,5411001.25,16063096.0
496,O00217;E9PPW7;E9PN51;F8W9K7;E9PKH6;Q08E91,O00217;E9PPW7;E9PN51;F8W9K7;E9PKH6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",NDUFS8,23.705,12872657.0,3591250.0,,2945950.0,2355800.0,1870902.0,1634895.7,12087219.75,13406203.5,3921652.95,1074816.0,2982318.75,1415888.75,4483315.9
497,P82663,P82663,"28S ribosomal protein S25, mitochondrial",MRPS25,20.116,29206345.0,7026500.0,,11214000.0,9752000.0,9333020.4,8486913.6,16696987.5,8757151.0,13682937.0,7718544.0,12430125.0,5536643.75,15477805.0
498,P14550,P14550,Alcohol dehydrogenase [NADP(+)],AKR1A1,36.573,5566851.15,7023600.0,,6970818.75,7361440.0,8731989.2,7432593.399999999,21334222.5,5337742.649999999,9248761.8,8328600.0,3920940.0,4068917.5,8651515.6
499,P21912;A0A087WWT1,P21912;A0A087WWT1,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDHB,31.629,50167687.5,21356000.0,,22945125.0,14126000.0,13002660.0,18175551.0,26157487.5,25675524.0,22271491.5,13912560.0,16284712.5,11509737.5,14358876.0
500,H7BXI1;A0A499FIX8;A0FGR8,H7BXI1;A0A499FIX8;A0FGR8,Extended synaptotagmin-2,ESYT2,96.328,33090774.5,40470000.0,,19811312.5,33619200.0,39868048.0,41551537.0,17234407.5,22744990.0,16323612.0,22695480.0,19188562.5,25365937.5,15566306.0
501,O43865,O43865,Putative adenosylhomocysteinase 2,AHCYL1,58.951,4549831.65,2804450.0,,7356650.0,3577560.0,3084241.5999999996,5539496.0,17940367.5,2813290.65,6711979.05,8303400.0,6530051.25,3053482.5,7140747.6
502,P82675,P82675,"28S ribosomal protein S5, mitochondrial",MRPS5,48.006,12702434.5,5130350.0,,10989125.0,4605360.0,5387597.6,3868608.3,15589155.0,16354329.5,7834940.550000001,13524840.0,6309157.5,4668746.25,12204584.0
503,P61106;X6RFL8,P61106;X6RFL8,Ras-related protein Rab-14,RAB14,23.897,30631419.0,29084000.0,,32395125.0,26165200.0,25517932.0,26521605.0,18151440.0,18720087.0,17234163.0,11704320.0,16612087.5,12740425.0,13901895.0
504,Q96CX2,Q96CX2,BTB/POZ domain-containing protein KCTD12,KCTD12,35.7,12373018.0,8213300.0,,10484687.5,13469200.0,14924624.0,10151789.0,19364212.5,5317035.4,9378521.1,5283216.0,4848255.0,4070621.25,5860608.600000001
505,P30049,P30049,"ATP synthase subunit delta, mitochondrial",ATP5D,17.49,83347169.5,8133150.0,,21372312.5,4162600.0,24683516.0,1816614.4,9353970.0,57615266.0,10787832.0,22912560.0,6691848.75,6886775.0,12985959.0
506,Q9Y3B7,Q9Y3B7,"39S ribosomal protein L11, mitochondrial",MRPL11,20.683,38626122.5,16922000.0,,26516437.5,8825600.0,13478916.0,14002115.0,14317155.0,13912340.0,14330962.5,5899860.0,9561375.0,9637062.5,12000604.0
507,Q9UL25,Q9UL25,Ras-related protein Rab-21,RAB21,24.347,27479665.5,39092000.0,,32137875.0,37268000.0,38688056.0,63463711.99999999,21416902.5,27730123.0,18495519.0,23354640.0,20593237.5,24602512.5,13738053.0
508,Q13505,Q13505,Metaxin-1,MTX1,51.462,17628338.0,14059950.0,,9677018.75,13915600.0,9215747.2,14003342.0,11913114.75,11295163.5,11274718.5,23720400.0,10204987.5,5456241.25,8734292.0
509,P53621;A0A3B3IT15;A0A3B3IS84;A0A3B3IU89;A0A3B3ITV3;A0A3B3ISK1,P53621;A0A3B3IT15;A0A3B3IS84;A0A3B3IU89;A0A3B3ITV3,Coatomer subunit alpha;Xenin;Proxenin,COPA,138.34,14471310.0,20909000.0,,27915562.5,17891200.0,21833240.0,22396022.0,23286742.5,16442656.0,16725688.5,11695680.0,16968487.5,16171487.5,17218215.0
510,Q9BTV4;V9GY05,Q9BTV4,Transmembrane protein 43,TMEM43,44.875,35844543.0,34218000.0,,35486500.0,38513600.0,38904404.0,35546599.0,16662405.0,22935936.5,18016342.5,12002760.0,24332062.5,32958500.0,19840674.0
511,Q32P28,Q32P28,Prolyl 3-hydroxylase 1,LEPRE1,83.393,23474402.0,24834500.0,,7349431.25,23512800.0,27673184.0,35533920.0,20876302.5,18595843.5,14404593.0,21883320.0,10887075.0,14091825.0,6295875.6
512,Q92544;A0A0C4DFM1;F2Z2L1,Q92544;A0A0C4DFM1,Transmembrane 9 superfamily member 4,TM9SF4,74.518,20273739.5,21587500.0,,29553125.0,23158000.0,25612796.0,17488022.0,26743800.0,13129496.0,9366108.0,6223212.0,11732175.0,15064050.0,10565835.0
513,P30414,P30414,NK-tumor recognition protein;Putative peptidyl-prolyl cis-trans isomerase,NKTR,165.67,7731362.1,16976500.0,,18682562.5,10456000.0,9471396.0,16423804.0,14094952.5,3146439.15,6734916.300000001,4282200.0,10027462.5,14785287.5,17288292.0
514,P02545,P02545,Prelamin-A/C;Lamin-A/C,LMNA,74.139,29460959.5,31817500.0,,22063125.0,25200400.0,31180248.0,50319270.0,16831342.5,16642032.0,11788204.5,40775400.0,17369437.5,21178337.5,16370711.0
515,O95782,O95782,AP-2 complex subunit alpha-1,AP2A1,107.54,19198221.0,16891000.0,,11617812.5,14906000.0,15841320.0,17634035.0,15194437.5,10933061.5,12653266.5,6906816.0,12079125.0,9208587.5,12089434.0
516,Q9BT22;A0A804HHW1;K7EPU3,Q9BT22,Chitobiosyldiphosphodolichol beta-mannosyltransferase,ALG1,52.518,21109028.5,19844500.0,,16014687.5,28420800.0,20142628.0,20949389.0,18661432.5,12138663.25,16098094.5,16406280.0,18344475.0,21479937.5,14696430.0
517,P22570,P22570,"NADPH:adrenodoxin oxidoreductase, mitochondrial",FDXR,53.836,8702877.05,5474600.0,,4010387.5,3341360.0,3869338.0,9031538.0,17717767.5,3477645.2,3474781.3500000006,3976992.0,3325893.75,3170207.5,3549613.9000000004
518,O60783,O60783,"28S ribosomal protein S14, mitochondrial",MRPS14,15.139,13786584.0,6020850.0,,13431250.0,10028000.0,8305149.6,7721224.699999999,18775515.0,7254757.55,6738347.25,6146532.0,6888037.5,6880503.75,6146279.300000001
519,P35610;B1APM4,P35610;B1APM4,Sterol O-acyltransferase 1,SOAT1,64.734,14746063.5,17616000.0,,27335875.0,11497200.0,15324892.0,6732344.5,20439847.5,14650104.5,14899189.5,3548916.0,25325662.5,14631950.0,15105048.0
520,Q9NX20,Q9NX20,"39S ribosomal protein L16, mitochondrial",MRPL16,28.449,10440153.5,8034550.0,,7407006.25,9013200.0,9684162.4,12360470.8,16068937.5,8186400.55,8038099.050000001,3911616.0,8510062.5,4220478.75,9544948.0
521,Q8N4V1;A0A7P0TBL5,Q8N4V1,Membrane magnesium transporter 1,MMGT1,14.686,50187347.0,34654500.0,,24431750.0,41381200.0,49016132.0,38708578.0,24826260.0,17091727.5,18444247.5,37505880.0,21146400.0,36409137.5,13814381.0
522,Q99961,Q99961,Endophilin-A2,SH3GL1,41.489,11703156.5,5187550.0,,2360881.25,4492960.0,5713426.399999999,3041773.9,16365870.0,6770501.1,6548180.1,0.0,3003142.5,4124343.75,2542643.6
523,Q86W56,Q86W56,Poly(ADP-ribose) glycohydrolase,PARG,111.11,2558659.95,5728100.0,,161756875.0,0.0,6495376.8,4950658.699999999,9010530.0,2797201.3,31788330.0,5985972.0,12303225.0,2465036.25,32822356.0
524,O00165;A0A8V8TLX9;Q5VYD6,O00165;A0A8V8TLX9,HCLS1-associated protein X-1,HAX1,31.62,10149480.6,10012850.0,,6649562.5,6595120.0,8195330.0,5885469.1,14271045.0,6128429.75,5365311.9,6071472.0,4806000.0,5548642.5,6137330.5
525,Q14254;E7EMK3;J3QLD9;K7EKW9,Q14254;E7EMK3;J3QLD9,Flotillin-2,FLOT2,47.064,41916931.0,33130500.0,,38995687.5,25099200.0,30920824.0,24457382.0,19607085.0,25031950.0,12118578.0,14146560.0,12293100.0,13631450.0,24046939.0
526,Q9Y512,Q9Y512,Sorting and assembly machinery component 50 homolog,SAMM50,51.976,30458799.0,36006500.0,,15694000.0,18536400.0,26096312.0,8044784.6,16347982.5,21351190.5,17860986.0,11187720.0,13465575.0,21761237.5,29754760.0
527,Q16611,Q16611,Bcl-2 homologous antagonist/killer,BAK1,23.408,3409149.1,1310800.0,,5135812.5,2572360.0,2144265.2,8580697.3,13981665.0,2607867.4000000004,1392464.5499999998,4619952.0,1093230.0,0.0,0.0
528,O00291,O00291,Huntingtin-interacting protein 1,HIP1,116.22,33445125.0,26643000.0,,18031562.5,18770800.0,25824788.0,47177741.0,21750405.0,16733290.5,13143237.0,38221920.0,11807100.0,15926437.5,14012768.0
529,O00170,O00170,AH receptor-interacting protein,AIP,37.664,5392121.35,5806850.0,,5575325.0,4355320.0,5588554.4,5208737.699999999,16333275.0,4531992.4,4799475.0,1860120.0,2671650.0,4745016.25,2914808.4
530,A0A8J8YWN6;P00387;A0A8I5QKX1;A0A8I5KR71;A0A8I5KW26;A0A8J8Z3C6;A0A8I5KYU1;A0A8I5QKT9;A0A8I5KPU0;A0A087WZB1;A0A8I5KXI5,A0A8J8YWN6;P00387;A0A8I5QKX1;A0A8I5KR71;A0A8I5KW26;A0A8J8Z3C6;A0A8I5KYU1;A0A8I5QKT9;A0A8I5KPU0,NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form,CYB5R3,38.826,119577710.0,112314000.0,,52474625.0,74169200.0,97727344.0,55655902.0,16908060.0,83272465.0,70685280.0,46507320.0,67533412.5,85034525.0,56439292.0
531,Q8TBA6;H0YK03,Q8TBA6,Golgin subfamily A member 5,GOLGA5,83.023,24234409.5,19213500.0,,10230500.0,17090800.0,21528804.0,31276639.0,22737000.0,15250798.0,7088882.4,10551240.0,8048362.5,10911250.0,6927753.0
532,P61619;A0A8V8TMZ3;B4DR61;C9JXC6;A0A8V8TMZ5;A0A8V8TN19;A0A8V8TN25;A0A8V8TNG8;H7C1Q9;H7C069;A6NK38;F2Z2C7;A6NIF9;C9JJV4,P61619;A0A8V8TMZ3;B4DR61;C9JXC6;A0A8V8TMZ5;A0A8V8TN19,Protein transport protein Sec61 subunit alpha isoform 1,SEC61A1,52.264,21780808.0,39905000.0,,24388000.0,34393600.0,30258228.0,30837373.0,15608235.0,40161436.5,35116737.0,39958560.0,53156925.0,43676537.5,34697656.0
533,P47755,P47755,F-actin-capping protein subunit alpha-2,CAPZA2,32.949,11426964.5,11269050.0,,14183312.5,10121600.0,10607344.0,13544444.0,20083290.0,3511546.45,10042275.0,3058884.0,7144605.0,10653875.0,6216685.300000001
534,Q8WVX9;E9PNW8;A0A8V8TQT9;E9PPB8,Q8WVX9;E9PNW8;A0A8V8TQT9,Fatty acyl-CoA reductase 1,FAR1,59.356,30445373.0,30870500.0,,11400375.0,28114000.0,33751740.0,32348628.0,16030380.0,23613961.5,14731497.0,20845800.0,16452787.5,20227137.5,14674716.0
535,P27708,P27708,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,242.98,15881999.0,19747500.0,,14783125.0,23733600.0,25441460.0,24909327.0,16095967.5,17335450.0,12492898.5,14871960.0,14836500.0,15198537.5,14735581.0
536,P04040,P04040,Catalase,CAT,59.755,24025347.5,23856500.0,,14012250.0,15210400.0,16700420.0,26756371.0,17260245.0,19057267.0,13360659.0,25989480.0,14156437.5,20791912.5,10029565.0
537,Q13724;A0A8I5KTK5;A0A3B3IRK6;A0A8I5KQG9;A0A3B3IS52;A0A3B3ITC1;C9JDQ1;A0A3B3ITU6;B8ZZE2;A0A3B3IRI7;B4E3B8,Q13724;A0A8I5KTK5;A0A3B3IRK6;A0A8I5KQG9,Mannosyl-oligosaccharide glucosidase,MOGS,91.916,26865426.0,39539000.0,,18237187.5,33844800.0,32032088.0,35612857.0,17411295.0,23859516.5,16313974.5,24868080.0,23327662.5,25412337.5,16888557.0
538,Q3ZCQ8;M0R0C3;M0R2F8;M0R003;M0R047;M0R1Y4;M0QXC3;M0R2Z3;M0R303;M0R2D2;M0R2Q2,Q3ZCQ8;M0R0C3;M0R2F8,Mitochondrial import inner membrane translocase subunit TIM50,TIMM50,39.646,39376540.0,25489500.0,,16146812.5,19502400.0,25165580.0,23234063.0,17952690.0,24291253.5,15153619.5,22941000.0,16627950.0,18447625.0,13630141.0
539,Q9GZP9;I3L3R8;I3L1S8;I3L0R8;I3L4W7;K7EQE8;I3L1T3,Q9GZP9;I3L3R8;I3L1S8;I3L0R8,Derlin-2,DERL2,27.567,3760622.5999999996,9986750.0,,5779418.75,17725600.0,10235438.4,14660605.0,16807095.0,6905812.9,4320876.75,1787832.0,7416225.0,3767317.5,7287350.0
540,P18031;B4DSN5,P18031;B4DSN5,Tyrosine-protein phosphatase non-receptor type 1;Tyrosine-protein phosphatase non-receptor type,PTPN1,49.966,26033493.5,25043500.0,,12648125.0,22809200.0,33282744.0,29352703.0,18502035.0,14290201.5,16131633.0,18675720.0,13512150.0,15312362.5,11847619.0
541,P29992;K7EL62;A0A087WVZ3,P29992;K7EL62,Guanine nucleotide-binding protein subunit alpha-11,GNA11,42.123,24258864.0,51207500.0,,11232812.5,47756800.0,41435724.0,41926590.0,18402262.5,35856161.0,24842776.5,5366916.0,23392462.5,31914137.5,16789857.0
542,Q8NE71,Q8NE71,ATP-binding cassette sub-family F member 1,ABCF1,95.925,16265599.0,18617500.0,,49714000.0,17060800.0,17758928.0,16054068.0,18416970.0,14993515.0,35587818.0,41131440.0,25846425.0,15787237.5,34746677.0
543,P07947,P07947,Tyrosine-protein kinase Yes,YES1,60.801,16210936.0,20816500.0,,24890687.5,16897600.0,20778604.0,42453382.0,27293145.0,10095609.0,8359567.5,11908800.0,7267995.0,11486537.5,6678798.7
544,Q15751,Q15751,Probable E3 ubiquitin-protein ligase HERC1,HERC1,532.22,30736429.5,45439000.0,,10752437.5,14281200.0,43318484.0,0.0,10565152.5,7525491.1,18531370.5,3336048.0,17580375.0,22411200.0,12847121.0
545,Q9Y295,Q9Y295,Developmentally-regulated GTP-binding protein 1,DRG1,40.542,8433541.9,8574600.0,,48839875.0,9100400.0,8673860.8,8100449.5,14654235.0,6303323.55,20949612.0,13854600.0,14215837.5,8609302.5,21990689.0
546,Q9BTX1,Q9BTX1,Nucleoporin NDC1,NDC1,76.304,19506539.5,17737500.0,,15036000.0,17860800.0,17236692.0,22360439.0,19907197.5,11409878.0,8628607.95,13151880.0,8068275.0,11599275.0,7671293.0
547,Q9BZE1;S4R369;A6NHR2;H0Y4J2,Q9BZE1;S4R369;A6NHR2,"39S ribosomal protein L37, mitochondrial",MRPL37,48.117,15633618.0,14166000.0,,15308125.0,14112400.0,13210296.0,7733249.299999999,15167805.0,7779622.199999999,11226916.5,8675640.0,12928612.5,11048637.5,15599864.0
548,Q9UHG3,Q9UHG3,Prenylcysteine oxidase 1,PCYOX1,56.639,47623460.5,29480000.0,,27716500.0,15829200.0,22276584.0,10547537.4,23521267.5,32039063.5,20663185.5,7926840.0,14636362.5,14263287.5,12891207.0
549,I3L0A0;A5PLL7;Q5TGE2,I3L0A0;A5PLL7,Transmembrane protein 189,TMEM189-UBE2V1;TMEM189,42.208,8664756.8,2565250.0,,2205437.5,5823040.0,6648369.199999999,6221953.4,15581205.0,4200859.65,4134179.0999999996,3249720.0,2594531.25,1644372.5,1323073.5
550,Q5JRA6;A0A0A0MRH6,Q5JRA6;A0A0A0MRH6,Melanoma inhibitory activity protein 3,MIA3,213.7,25510838.5,17465500.0,,8837193.75,16407200.0,23333156.0,23306865.0,15258037.5,13190335.0,6671578.65,13629600.0,6366195.0,10424412.5,5610009.300000001
551,P39748,P39748,Flap endonuclease 1,FEN1,42.592,13594784.0,12569000.0,,41387937.5,15762400.0,14079076.0,2547333.8,18687667.5,9614028.0,25598742.0,18628560.0,19663762.5,11614862.5,24200253.0
552,P61421;F5GYQ1,P61421;F5GYQ1,V-type proton ATPase subunit d 1,ATP6V0D1,40.329,39017874.0,32649500.0,,10775625.0,8886800.0,3981771.1999999997,29652909.0,16140885.0,27628236.0,6791507.7,6540228.0,2958018.75,9256437.5,59496.36
