,Protein IDs,Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],RIPA sample avg,SMA200P sample avg,SMA200CB sample avg,SMA300CB sample avg,ChloroSMA20 sample avg,ChloroSMA40 sample avg,ChloroSMA60 sample avg,ChloroSMA80 sample avg,NP40 sample avg,AASTY645 sample avg,AASTY650 sample avg,AASTY1150 sample avg,AASTY1145 sample avg,AASTY80 sample avg
231,Q9P1Q0,Q9P1Q0,Vacuolar protein sorting-associated protein 54,VPS54,110.59,156340975.0,313252402.45739186,,299616656.3321306,133803474.2790084,499356077.0661105,47804575.84309143,154133504.83014998,29601722.23019442,225749184.05765703,36042423.4748056,74961802.58398129,296561458.3866237,53240686.548712224
232,P08754,P08754,Guanine nucleotide-binding protein G(k) subunit alpha,GNAI3,40.532,135132690.0,175875489.28622195,,77209951.2434574,171162053.71175593,195761357.8487283,208484100.14986762,59680990.360300384,148204601.8482949,90585141.71174361,151199523.1649954,102981092.8217679,145109849.65837702,107865271.45973991
233,Q6UB35,Q6UB35,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",MTHFD1L,105.79,78077944.0,45262145.90287096,,43237485.69062996,39259036.67897191,33533716.997278284,58921493.19836463,52890463.03084245,58521295.020356156,44382641.32320178,63461085.36935538,56887372.454863906,45977457.74122054,75129074.29338168
234,P14923;C9J826;C9JK18;C9JKY1;C9JTX4,P14923,Junction plakoglobin,JUP,81.744,44121672.0,59011714.49771242,,38281966.93750199,59227367.22366933,55841154.754349016,57111424.495377995,62501852.52439154,39423146.96642618,42353778.83579188,30351055.079171486,44456297.31902737,53385436.136537,36839048.78169347
235,P63000,P63000,Ras-related C3 botulinum toxin substrate 1,RAC1,21.45,68892642.0,88566160.60998687,,117326107.22455654,102213050.29913029,108354821.2812682,136427798.1903077,77673471.02558234,67862669.81483358,87047376.4698781,123879209.0474254,84036945.17920168,98275397.44825521,61163748.89032629
236,O14828,O14828,Secretory carrier-associated membrane protein 3,SCAMP3,38.287,100431275.0,83262956.10601608,,123629670.63795051,121367886.11831574,97900714.24810944,82414142.28057796,68652782.0967792,58595109.69856865,55837048.38151849,61851440.68813617,91381807.66871855,85503224.70828483,71049016.29813163
237,O75880;J3QL56,O75880;J3QL56,"Protein SCO1 homolog, mitochondrial",SCO1,33.814,62346028.5,20953137.534725603,,36334126.69019547,37292371.440225326,20294699.96352204,40668279.8721243,53572775.57660987,45256542.812198214,33904433.175284564,21850897.450575452,40201874.6554949,23158945.703054115,38822093.7291055
238,O75489,O75489,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",NDUFS3,30.241,29541995.0,13912611.225422658,,25053293.097126264,12985978.081138132,8930772.634231871,8575307.338792667,39931020.95480861,22158657.33264377,19376146.519208636,12719684.61868436,20336349.587026834,16082535.512602223,29114616.557964683
239,Q96GC5,Q96GC5,"39S ribosomal protein L48, mitochondrial",MRPL48,23.934,16543229.5,8926961.937703094,,17142843.047553945,6416187.769243307,9291895.8073601,17371800.303831473,40975285.131114915,17381065.91868352,15571392.149759976,13275204.073742881,18778181.99977427,7995521.982581828,20691397.06705261
240,Q15758;M0QXM4;M0QX44;M0R144,Q15758;M0QXM4,Neutral amino acid transporter B(0);Amino acid transporter,SLC1A5,56.598,48476491.0,65767726.01788856,,79183349.41695696,82417436.25666472,72279867.13975422,42844141.72836178,62844132.87066201,39506124.84607195,47647682.58748832,52866294.67294284,53997033.04926698,65495654.52811466,44488587.68228518
241,P31946,P31946,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",YWHAB,28.082,56958846.0,13632955.322637677,,24182692.249572456,24761789.203305155,13471859.985390881,31012780.402551044,51898468.2670208,84051501.41369878,52610239.45053741,40059551.90374857,7423856.380963962,14782268.04254508,4421441.299497468
242,Q15043;E5RFT1,Q15043,Zinc transporter ZIP14,SLC39A14,54.212,31779821.5,38956391.18370385,,20384349.38875836,36527813.05701238,32940238.21822815,9458880.025574958,59365125.73861893,40248344.162167214,31613679.204732243,23104744.316141225,42377476.285001904,37150414.711537175,32456161.26245439
243,Q8TCS8,Q8TCS8,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",PNPT1,85.95,49263830.0,17765168.21822887,,30127900.91060044,13620423.366003102,22109791.995799474,37188520.65042441,45988090.39940123,22884586.512857657,30966278.360759735,43726352.74842041,30714760.606535595,13605525.982143367,48177246.658358015
244,M0R2A0;Q5UCC4;M0QYY4;M0R030,M0R2A0;Q5UCC4,ER membrane protein complex subunit 10,EMC10,38.975,54110136.5,34807982.00030658,,16519664.676975142,49708385.063998386,41304715.13427513,17838827.72458716,42158372.370686926,30414192.757278122,31757687.660182815,30280058.45910325,36482360.95888058,32426897.6112205,30952433.583119612
245,P82673,P82673,"28S ribosomal protein S35, mitochondrial",MRPS35,36.844,34651547.0,23104544.43163322,,27393202.80794703,17360599.22183365,28071654.54811884,2134918.21915774,52126655.16453445,32238178.90924611,25075313.00394298,17085743.977077458,31031259.310677882,20409471.034551468,53074618.74523437
246,P52292,P52292,Importin subunit alpha-1,KPNA2,57.861,48625615.5,65406008.92355277,,71629622.7627596,97239966.47820143,65387715.77136905,72314561.82421678,73633551.27354266,59748145.8789224,87000860.46435645,52286100.98271306,94013847.51205057,60003797.55912785,106246273.18740286
247,O94905;E5RHW4;E5RJ09,O94905;E5RHW4,Erlin-2,ERLIN2,37.839,88245741.5,70169337.16732088,,52191460.42880675,70225954.08579306,67595391.85000719,70851389.21121341,43890007.423001096,77439233.44609837,25709969.736813664,65252877.11681525,46113338.05517728,66317187.15692348,66881691.30026969
248,O00264,O00264,Membrane-associated progesterone receptor component 1,PGRMC1,21.671,69114171.0,27576879.371152088,,16733916.228465585,21338548.129070036,26662683.94311112,20998236.730893936,46493923.42344627,94376393.16201437,24085095.57133149,22639192.70913639,16485920.517335482,28367107.951301176,13408509.826688472
249,P09936;D6R956;D6RE83;D6R974;D6RF53,P09936;D6R956;D6RE83;D6R974,Ubiquitin carboxyl-terminal hydrolase isozyme L1;Ubiquitin carboxyl-terminal hydrolase,UCHL1,24.824,22631441.0,42989806.72367795,,28440533.996197272,19555538.104363315,43262220.41371514,40936438.19849269,44938205.85616109,32220870.63987215,53795441.78300677,48148511.075457595,39463595.653477035,42336117.79439233,11405276.244343836
250,P62277,P62277,40S ribosomal protein S13,RPS13,17.222,264827849.99999997,600158843.4168937,,261816483.4926502,297648105.51287526,383134954.48624617,443064144.81209546,76394275.51144178,582937421.8476316,318233198.323572,575962990.0011196,571044748.7175488,646818052.9799253,378764841.1871395
251,Q8TEM1;A0A8Q3WKI1,Q8TEM1,Nuclear pore membrane glycoprotein 210,NUP210,205.11,37447032.0,41437662.47559529,,21866709.107953664,52232348.88327971,45730897.19627863,41292332.89003195,49419886.449200116,29162397.62814352,26163022.8864834,34981547.75034333,39213143.16652147,41950174.768052645,35847200.68484338
252,O94826,O94826,Mitochondrial import receptor subunit TOM70,TOMM70A,67.454,51891969.5,36009746.5555177,,27393202.80794703,33709079.74058871,26452583.79140359,22507302.211832833,49616599.2918843,38800558.33570979,42362699.71356316,11299984.993123116,43789295.91773578,25884188.114160243,43643270.0002685
253,Q9Y230,Q9Y230,RuvB-like 2,RUVBL2,51.156,23474881.5,43300235.57329448,,33565170.09073013,46910377.72784253,47013157.9159782,55528570.481680006,55008217.29151101,39293844.01286775,43175136.79630424,42330861.80642342,51490546.41088395,43938401.93590365,43593124.03608106
254,Q9NZJ7;A0A8Q3SHP9;A0A8Q3WKC8;A0A8Q3WLF0;H0Y8C3;A0A8Q3SHR5;A0A8Q3WLQ9;A0A8Q3WKA5;A0A8Q3WKU8;A0A8Q3WKA4;A0A8Q3SHP5;A0A8Q3WKF6;A0A8Q3WKA3;A0A8Q3SHJ3;A0A8Q3WKC1;A0A8Q3SHK9;A0A8Q3WLQ4;A0A8Q3SHJ6,Q9NZJ7;A0A8Q3SHP9;A0A8Q3WKC8;A0A8Q3WLF0;H0Y8C3;A0A8Q3SHR5;A0A8Q3WLQ9;A0A8Q3WKA5;A0A8Q3WKU8;A0A8Q3WKA4;A0A8Q3SHP5;A0A8Q3WKF6;A0A8Q3WKA3;A0A8Q3SHJ3;A0A8Q3WKC1;A0A8Q3SHK9;A0A8Q3WLQ4,Mitochondrial carrier homolog 1,MTCH1,41.544,27047156.5,25631165.32938169,,29441099.617370922,24005866.64520379,29129194.744729172,34118197.7995219,36391875.8965735,38378542.003032856,17784407.04259119,39014388.54602272,19539217.520189133,11325743.385665452,41681716.180365354
255,Q07065,Q07065,Cytoskeleton-associated protein 4,CKAP4,66.022,94204488.0,90572880.66916017,,75998396.7847754,93967564.48258214,93739323.3566858,115542043.97886357,60092401.219857015,77343019.83104901,51909950.54549235,74993962.55388266,66588973.22894442,78033188.09280655,54535364.16955135
256,A0A7P0TA76;O95573;A0A7P0TBB1;A0A7P0TB52;A0A7P0T905;H7BYZ7;A0A7P0TBL9;C9JC11,A0A7P0TA76;O95573;A0A7P0TBB1;A0A7P0TB52;A0A7P0T905;H7BYZ7,Long-chain-fatty-acid--CoA ligase 3,ACSL3,79.643,47981647.0,62689891.45847317,,66028630.42684189,61331629.94252728,51697091.71048888,63674104.61015877,62236571.20511459,56426485.35936026,49038702.314252086,52359425.36081632,68090380.30479296,65670599.60590417,75717149.69157974
257,A0A2R8YFH5;Q15437;Q5QPE2;A0A2R8Y633;A0A2R8Y7S7;A0A2R8YF30;Q5QPE1,A0A2R8YFH5;Q15437;Q5QPE2,Protein transport protein Sec23B,SEC23B,84.472,17780339.5,21520007.607938398,,28293168.08133963,31596181.196619164,28368393.93764391,59170304.53138765,46614761.3125237,32188290.36810939,32484739.198541705,0.0,150029540.6846383,28994191.490269642,39496133.63733915
258,O75694;E9PF10,O75694;E9PF10,Nuclear pore complex protein Nup155,NUP155,155.2,33158383.999999996,45989359.22536395,,23611173.517043374,57045382.078807056,47299067.40077607,47349741.5274441,47856862.40490095,22303232.288590997,41694271.08627264,30925429.3743137,54358652.43643782,54365364.98442552,59256899.75862762
259,O75439,O75439,Mitochondrial-processing peptidase subunit beta,PMPCB,54.366,39698284.5,27443529.93488203,,36287904.90878255,29946738.60030507,27900000.558192845,41076366.45268828,48253660.31042961,30296089.272138137,28707384.667961966,49909460.02895338,32567324.30247588,25222824.796435725,37481177.62180784
260,Q16720;A0A804HKZ0,Q16720;A0A804HKZ0,Plasma membrane calcium-transporting ATPase 3,ATP2B3,134.2,0.0,0.0,,23608454.588724967,37129442.20645329,51042423.9697301,29025439.248911478,49186079.18475263,39817164.628057,24092104.832437493,0.0,37977228.80530469,0.0,20313674.219926506
261,O75380,O75380,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",NDUFS6,13.711,32600246.0,3737779.299887126,,15592510.120398475,4354643.598604035,10571449.050877871,14548489.065640785,40447532.67602793,24487637.696934465,13961173.712044895,16359308.888297288,16661171.865910137,16305945.105184767,15556320.085002067
262,Q04917,Q04917,14-3-3 protein eta,YWHAH,28.218,48618423.0,28253344.325186025,,29891354.146899063,35235893.62031819,21465412.66453153,53960564.1605494,42433770.35044477,53302851.804106124,50246206.84114962,54594655.01394829,15887057.886646418,21932557.06652295,4478555.598968088
263,Q96AY3,Q96AY3,Peptidyl-prolyl cis-trans isomerase FKBP10,FKBP10,64.244,48862968.0,28863404.49921504,,25301259.359764952,36237073.611588776,40685244.58387973,56068936.505116984,53331661.83514841,53535495.30716205,55352134.9540942,39920468.361155875,39818021.88828101,36817664.44533618,35550883.62373583
264,O95793,O95793,Double-stranded RNA-binding protein Staufen homolog 1,STAU1,63.182,36146628.0,37908491.36265048,,45778596.09701282,38921663.77794571,38866362.08494779,47291700.547407985,48701603.55505616,25205421.80920766,31736022.671309724,27196361.002204973,44706095.8830405,36134432.992887974,38781065.21295215
265,C9JFR7;P99999;CON__P62894,C9JFR7;P99999,Cytochrome c,CYCS,11.333,61071997.0,11007483.081646102,,27531324.36652209,10924549.054833682,16437087.899696138,41565440.44725613,48575145.29904491,47237321.52202446,21676458.573087323,17288258.92612456,10178964.522063723,8022295.6718516415,14727283.560189089
266,P26038;A0A8V8TKR9,P26038;A0A8V8TKR9,Moesin,MSN,67.819,46715767.0,64703629.909029104,,91144458.87529151,63880349.79379517,67400453.56491774,64544719.31070045,58301190.2780442,53192384.32016054,104466664.72940212,93572963.31042814,79636697.69950446,66610338.36835455,90491322.98451552
267,P49257,P49257,Protein ERGIC-53,LMAN1,57.548,79054206.0,94093953.63820194,,46563278.80970498,103692655.00158308,87758508.47109386,131433574.32673532,52549868.794652134,95328857.04432866,45928501.99985267,102193815.19314016,75099780.32483672,86257970.87158617,57873001.39631216
268,Q9P0L0,Q9P0L0,Vesicle-associated membrane protein-associated protein A,VAPA,27.893,56828901.5,42514715.6146996,,42435401.83669999,56672314.43398628,55589900.96467815,56601653.71723137,54056127.13291957,50123729.97350605,48252390.65926973,75690544.14586364,55468359.66976315,47446759.98238511,49516209.02679123
269,E9PL33;E9PM05;E9PS58;E9PK61;O14681,E9PL33;E9PM05;E9PS58;E9PK61;O14681,Etoposide-induced protein 2.4 homolog,EI24,14.562,18156747.0,39965959.79028283,,20508332.5200777,39316033.124708414,43943962.9162919,89320568.9747974,61015827.507085904,30616801.322302755,21647784.32310823,52456609.25877859,41794830.94328541,34281551.84805655,7926318.573054805
270,B4DEV8,B4DEV8,Proteasome subunit alpha type,,18.457,11635067.5,39083262.10485147,,66010685.49994041,43207335.91999183,49060009.90941755,104922794.28264418,65662184.851286255,64422396.74338516,52076261.19537111,28407959.059435055,58578417.18402083,45498722.89997223,50490473.473861314
271,Q8N5G2;A0A3B3ITD2,Q8N5G2,Macoilin,TMEM57,76.177,35591846.5,49079071.0625038,,31552075.563781846,57948113.663805485,49481834.69854169,99092600.33452068,57123161.36871265,58818080.933445,22998022.894346163,90536984.89324786,33899365.336231746,39225523.38761473,36278325.727597654
272,Q86Y82;B1AJQ6,Q86Y82;B1AJQ6,Syntaxin-12,STX12,31.642,60391107.0,43671130.564053714,,35002939.38550357,51559330.24624963,43517806.16527688,43663464.40003433,50835656.87983284,41855976.94696066,24716566.276426718,24631753.587117087,26985438.065784637,31264340.286855772,25016974.912934624
273,I3L1U7;Q9Y3D7;I3L0X9;A0A0A6YYL4;A0A0B4J298,I3L1U7;Q9Y3D7;I3L0X9;A0A0A6YYL4,Mitochondrial import inner membrane translocase subunit TIM16;Coronin,PAM16;CORO7-PAM16,14.013,12945061.5,6439212.130689217,,13631075.231499914,5669016.180588356,5418309.634061587,11281996.700817773,32487406.987639196,7863095.869917042,7864900.725377807,5841857.9525984265,7676662.990512326,6827940.897537336,12614380.102920253
274,Q86UE4;E5RJU9,Q86UE4;E5RJU9,Protein LYRIC,MTDH,63.836,42770441.0,52975358.03238643,,43649675.223700404,76339542.54312618,49961057.98271995,68352477.55911602,55049808.00682138,37415387.71904641,44264121.089954846,55179504.22024811,54346881.82347385,45294226.28877234,46976348.50301227
275,O00767,O00767,Acyl-CoA desaturase,SCD,41.522,54697044.5,27596854.792779587,,73940168.04774156,31760261.873739418,25915962.012171213,11744074.890717667,33999847.72953385,54390218.37418807,50422075.574354745,24929124.67609142,33280754.232680913,64484992.085479334,64283218.61055738
276,P21281;H0YC04,P21281,"V-type proton ATPase subunit B, brain isoform",ATP6V1B2,56.5,35571707.5,42513095.985919,,38603344.26473766,50371616.43256866,40967363.602023095,63265568.099516995,55423000.37122794,31738784.431132633,36458353.04008949,40449451.374615125,42416057.73860602,42807169.236953944,33809451.04922687
277,O15127;H3BV04;H3BN93;H3BUB6;H3BPL9,O15127,Secretory carrier-associated membrane protein 2,SCAMP2,36.648,89330370.5,91886399.61023326,,70802524.7683003,124263766.13906963,97990602.45734516,61911728.49541886,38622599.53261211,87874592.67835957,34822646.38017076,64509158.42462502,72172821.23446299,106763779.90505551,37098244.80437655
278,P15311,P15311,Ezrin,EZR,69.412,43248982.0,48413403.63367392,,65815466.4466788,56754642.633383445,47105753.6013957,41013826.17187417,53277144.275890216,41379490.47243036,92039244.78846137,40994728.69431954,68049183.15941906,56364230.70430427,73608414.21055505
279,Q9HDC9;H0Y512,Q9HDC9;H0Y512,Adipocyte plasma membrane-associated protein,APMAP,46.48,92067836.0,91911233.91820256,,42919371.07737638,52004938.82200778,48585118.58713017,43775496.989406355,73384006.98168044,73882384.08974886,53769953.56080312,54033665.327507466,69863165.40175524,93459679.56369811,33830290.93044762
280,O14949,O14949,Cytochrome b-c1 complex subunit 8,UQCRQ,9.9062,27778873.5,30290837.33119088,,38537546.19943222,44328266.01947649,29918694.79934149,16864279.17607385,33160164.909619093,31834998.04618202,31405950.193772558,55590935.45293864,50658756.42809678,31081711.81037956,33414795.79860891
281,P09601;A0A7I2V3M0;A0A7I2V277,P09601,Heme oxygenase 1,HMOX1,32.818,74102889.0,68314322.33726452,,31054511.68151343,48577091.974379815,29491996.553090114,46861567.39303184,45115247.41457685,66848608.85621783,42548763.73564974,44569583.09660792,19348272.02099585,32005492.74478834,11725949.916628132
282,O75146,O75146,Huntingtin-interacting protein 1-related protein,HIP1R,119.39,8405635.0,15470154.236107344,,6897322.979567629,3766774.1971742534,56486617.07608968,15662066.008194085,58948094.512128465,2379327.0654990748,6894818.988307193,14435591.454202434,10064724.184018975,14847281.416047938,7384677.0352017395
283,Q13685,Q13685,Angio-associated migratory cell protein,AAMP,46.75,7996573.55,6019026.437373484,,4040599.373984127,4741067.986264077,12483089.683798224,877363.6517086603,45788005.33655675,9600744.30171373,11919057.3490891,10185687.221757043,4186741.6389896558,0.0,10214602.655722022
284,H0YNG3;P67812;H0YNA5;H0YKT4;P0C7V7,H0YNG3;P67812;H0YNA5,Signal peptidase complex catalytic subunit SEC11;Signal peptidase complex catalytic subunit SEC11A;Signal peptidase I,SEC11A,18.651,39747673.0,40070695.784762144,,33883828.48964739,36773070.49018159,37511541.003576025,17361001.98196429,46090381.07759701,44488361.092042014,31180379.427270327,39699913.28733734,37891564.89984468,51289050.35640396,27971028.075976
285,P48739,P48739,Phosphatidylinositol transfer protein beta isoform,PITPNB,31.54,44029128.5,24824590.19663891,,35482014.55520682,34740197.2589128,14407022.258583939,24850538.057011653,53325479.431521185,21149687.04149095,43688087.268152535,15611225.649791393,25560539.974201903,26728179.90836097,21298358.607606966
286,Q02413,Q02413,Desmoglein-1,DSG1,113.75,2164654.8,2057954.316266536,,6930657.040751295,643829.5481528983,2292041.036462982,1627757.0354623545,23867450.221218377,1112738.4567171948,530518.2290021551,5025862.3734207,4028099.9331530468,3865636.085413062,0.0
287,Q16799;Q2NKQ5;A8MT72,Q16799;Q2NKQ5,Reticulon-1;Reticulon,RTN1,83.617,6694970.8,25596073.372468516,,21830275.468487017,21408786.173310988,27206345.160416175,33718659.89043611,41940864.17034756,30875407.229419626,19292672.591491707,48616972.3800062,21284603.245863054,26940950.948915772,16656275.065684803
288,P56385,P56385,"ATP synthase subunit e, mitochondrial",ATP5I,7.9331,33164137.999999996,14409297.384809108,,20156503.195675883,6744982.417325324,5425078.324516083,16651012.319196973,30965973.658650402,57435455.65051308,7464353.313447572,29785991.816169366,5903943.285844296,3682298.372135005,3594228.264291305
289,A0A7I2YQG7;O75306;A0A7I2V596;A0A7I2V4X8;A0A7I2V4G5;A0A7I2YQD8;A0A7I2V630;A0A7I2V410;A0A7I2V4W5;A0A7I2V2B9;A0A7I2V3J6;A0A7I2V5E2;A0A7I2V5G4;A0A7I2V517,A0A7I2YQG7;O75306;A0A7I2V596;A0A7I2V4X8;A0A7I2V4G5;A0A7I2YQD8;A0A7I2V630;A0A7I2V410;A0A7I2V4W5;A0A7I2V2B9;A0A7I2V3J6;A0A7I2V5E2;A0A7I2V5G4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",NDUFS2,54.694,40181620.5,43842271.33853796,,25337149.21356792,50156872.248127066,33636059.59695025,16091749.232492428,41503599.622895285,37759516.839540504,37354264.0505475,33514478.248769343,46113338.05517728,30050954.325025175,65851419.67241884
290,P40222,P40222,Alpha-taxilin,TXLNA,61.89,18478012.0,5463331.802746881,,65762719.23730172,11080627.200683856,15318087.993758991,23439242.38197855,53409222.89883531,3524218.1779121384,53872543.65517279,22663634.168504145,29045033.765302297,7790670.752981007,65448949.4663431
291,Q96NW4;K7ELM1,Q96NW4;K7ELM1,Ankyrin repeat domain-containing protein 27,ANKRD27,116.98,6970875.1,1022687.5997019069,,3120187.7596371067,7129679.6399630485,7075339.206845647,0.0,25701319.748058993,0.0,0.0,0.0,4342636.868468005,4431311.537954739,4521863.4771299595
292,A0A1W2PP29;P01889,A0A1W2PP29;P01889,"HLA class I histocompatibility antigen, B-7 alpha chain",HLA-B,36.642,53092158.0,70693557.01597767,,37784403.055233575,107155620.87133151,76290722.35546991,88690216.93580058,51749528.5432742,51826049.17310999,53937538.62179207,53977799.13466688,65120916.22316046,56814005.0428104,47591124.999024406
293,Q9UJS0,Q9UJS0,Calcium-binding mitochondrial carrier protein Aralar2,SLC25A13,74.175,44744063.0,38380883.09032781,,43826405.564396836,41682249.205284655,33505559.244987585,31370474.8144015,34203867.04923202,32688702.97971546,28676161.595762502,20420839.30175835,32594789.06605848,33945255.39784631,52261863.3776251
294,Q9BT30,Q9BT30,"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial",ALKBH7,24.516,29569806.0,0.0,,10434376.828982843,4586889.721938452,8828213.436465358,7944415.383702469,26830001.835711487,20797412.853056163,9975452.96495038,12989646.35679629,9550740.75125898,13011540.160594536,7786300.621102889
295,P36542,P36542,"ATP synthase subunit gamma, mitochondrial",ATP5C1,32.996,98244275.5,98927465.7957964,,118893297.50728613,67854556.51014987,87520250.56709562,99637015.72865786,42815393.26525208,146326145.55447358,89055211.17397,106270301.45197627,84066371.7116116,117180695.43221785,120856983.66201338
296,Q8WWQ8,Q8WWQ8,Stabilin-2;190 kDa form stabilin-2,STAB2,276.99,25101825.0,9658710.220781785,,0.0,7165431.95592504,0.0,0.0,37496277.99907183,26721422.579668358,0.0,0.0,0.0,0.0,52601813.9400386
297,P02786;A0A8V8TLM6;A0A8V8TM41;G3V0E5;A0A8V8TLK7;A0A8V8TLN0;A0A8V8TM46;A0A8V8TN37;A0A8V8TND0;A0A8V8TLK4;F8WBE5,P02786;A0A8V8TLM6;A0A8V8TM41;G3V0E5;A0A8V8TLK7;A0A8V8TLN0;A0A8V8TM46;A0A8V8TN37,"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",TFRC,84.87,148515535.0,134623544.24413633,,81413958.20937778,158899182.05329514,142711069.54257673,119726393.70239718,47198155.400255635,135844461.24829972,102241542.93102418,102656457.10260123,122764877.52243063,137538746.7986352,100676814.9311573
298,O95197;F5H617,O95197;F5H617,Reticulon-3;Reticulon,RTN3,112.61,137990510.0,240385303.6178383,,138540273.53609258,257370617.1924096,222608691.66743806,242417826.61749184,61910027.88625885,122384736.47631155,140325407.34215093,129382610.98173131,168580026.71585402,224491178.70536557,107204256.47726923
299,Q9Y265,Q9Y265,RuvB-like 1,RUVBL1,50.227,38869229.0,39378034.542922124,,38515250.98722128,46630576.99422695,36588291.62558288,28901258.547438867,35892225.27615567,40538003.14080796,47848402.337342,22103226.421572074,51319218.599963956,40915280.068020806,49170397.247784406
300,P63010;A0A087X253;A0A087WU93;A0A087WZQ6;A0A087WYD1;K7ERB2;K7EN71;K7EJ01;K7EJX1,P63010;A0A087X253;A0A087WU93;A0A087WZQ6;A0A087WYD1,AP-2 complex subunit beta,AP2B1,104.55,44577676.5,37101376.35364749,,38323838.433605455,43023680.705951974,35616849.17155373,50570790.95440938,42556294.34960235,42336535.95546129,49760656.20817024,44602753.64860701,56695773.03272818,44069610.74424579,51580008.51393367
301,A0A8I5QKQ8;O15269;A0A8I5KUM4;A0A2R8Y4S0;A0A2R8Y6A2;A0A8I5KWE0,A0A8I5QKQ8;O15269;A0A8I5KUM4,Serine palmitoyltransferase 1,SPTLC1,55.143,37142549.5,48918187.93696341,,36082353.927911006,51151719.30098248,58836164.90665405,88160649.23423077,43158797.68490932,51325127.49475763,29248372.184234265,60123662.28663947,44436679.63075409,53307420.08833358,36350614.065582134
302,Q7L014,Q7L014,Probable ATP-dependent RNA helicase DDX46,DDX46,117.36,17690673.0,13842859.212604472,,45812310.80816106,16115601.10157912,14284644.335166665,14959275.226671558,40470576.180456646,11630138.885810964,37454305.322696805,39371117.464890175,34177936.50971235,15853215.6133376,54121822.77657708
303,Q9P2E9;A2A2S5,Q9P2E9,Ribosome-binding protein 1,RRBP1,152.45,55105578.5,41895477.54424714,,49148979.6405097,51127538.990670025,51908816.34790549,60520994.624941185,48770734.06834232,36077051.243041985,23726986.049370322,48841019.09087728,27665517.925925087,26219893.53370227,42587599.767179854
304,Q8NF37,Q8NF37,Lysophosphatidylcholine acyltransferase 1,LPCAT1,59.151,24808850.5,43152309.47799895,,26516076.53242904,42745031.415684596,34001027.386256635,41458807.01881769,48924732.12232937,27975763.042534422,28084197.63508292,30668794.05095229,35245792.67472136,36147435.66758855,25228629.95658287
305,Q13561,Q13561,Dynactin subunit 2,DCTN2,44.23,33591372.5,24175658.931875307,,26433421.11154948,45580460.660657346,40451318.64177238,25530382.404566415,38038081.3714934,43686580.96663046,48707992.63115983,30796820.74287862,31416419.923776656,28416754.527430627,25886388.707612805
306,Q9Y277;E5RJN6;E5RHZ6;E5RFP6;E5RHE1;E5RK27;E5RFL1,Q9Y277;E5RJN6;E5RHZ6;E5RFP6,Voltage-dependent anion-selective channel protein 3,VDAC3,30.658,104727595.0,60708545.58352939,,56925114.631152734,32974458.88442927,25097221.21479547,33434754.011344746,30752961.7518581,69758943.44477518,4957522.939163875,11960602.723462977,11680763.951677723,27650187.750765122,107407445.31917155
307,Q10471,Q10471,Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form,GALNT2,64.732,32134651.5,34907319.23218386,,43119484.20161111,54854761.10883318,42635168.930010706,41634279.749159425,51455021.31594131,34177214.145876326,33629797.58104032,28497577.743783485,37604492.728112325,49134152.54011835,42975742.55491633
308,O14908,O14908,PDZ domain-containing protein GIPC1,GIPC1,36.049,15341602.5,19369680.463551186,,43040635.28037732,21190011.937150653,21954382.86296426,4881111.442013627,36929745.012141384,23336128.716819588,27150054.291319437,16659415.092962781,25087099.763873357,17645220.599343628,15026987.101995006
309,Q16740,Q16740,"ATP-dependent Clp protease proteolytic subunit, mitochondrial",CLPP,30.18,27919367.0,14071874.722182443,,22937423.079742208,11658018.467644908,16115981.224534886,28271806.36859763,33451861.953485068,13145630.589525366,12830643.616202356,19317481.99315689,17608836.994098157,13677631.723664718,12388137.142417481
310,Q9NR09,Q9NR09,Baculoviral IAP repeat-containing protein 6,BIRC6,530.26,8019397.75,5072461.390360152,,22440402.98313747,8076511.505198009,6275063.3970297715,8322626.6071005715,42824385.85234622,11536470.604493042,15810981.438474214,6126775.536085385,13297326.857690427,4114519.099795363,25425306.335603703
311,A0A2R8Y543;A0A2R8YCH5;A0A2R8Y5A3;P35222;A0A2R8Y804;A0A2R8Y7Z0;B5BU28;A0A2R8Y750;B4DGU4;A0A2R8Y5Z1;A0A2R8Y5C3;A0A2R8Y815,A0A2R8Y543;A0A2R8YCH5;A0A2R8Y5A3;P35222;A0A2R8Y804;A0A2R8Y7Z0;B5BU28;A0A2R8Y750;B4DGU4;A0A2R8Y5Z1;A0A2R8Y5C3,Catenin beta-1,CTNNB1,78.404,41559224.0,50434160.47561249,,28722214.969984204,73658982.42848799,59405817.895304374,64792180.85349007,46420296.61661305,44823327.01110283,46330578.705115125,55250500.840316355,48649251.22597023,49367018.623392224,29643428.543941226
